label,text,source,text_clean,has_url,has_phone,predicted_as,categories
smish,jonta bank account block hoyeche. punoray chalute call korun: +8801815566778,Banglish,jonta bank account block hoyeche. punoray chalute call korun: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,An urgent message has come from Bangladesh Bank. Call: +8801914567890,English,An urgent message has come from Bangladesh Bank. Call: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,"Apnar shamprotik Amazon kenar jonno apnake dhonnobad. Apnake $180.34 charge kora hoyeche. Jodi kono vul hoye thake, onugroho kore call korun (407)438-4356",Banglish,"Apnar shamprotik Amazon kenar jonno apnake dhonnobad. Apnake $180.34 charge kora hoyeche. Jodi kono vul hoye thake, onugroho kore call korun (407)438-4356",False,False,normal,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,Bangladesh Bank account e shomoshya hoyeche. Call korun: +8801818899001,Banglish,Bangladesh Bank account e shomoshya hoyeche. Call korun: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,"দুঃখিত, আমি ভুল করে আপনাকে একটি 6 digit-এর OTP পাঠিয়ে দিয়েছি। আপনি আমাকে OTP-টা forward করতে পারবেন? এখনই দরকার",CodeMix,"দুঃখিত, আমি ভুল করে আপনাকে একটি 6 digit-এর OTP পাঠিয়ে দিয়েছি। আপনি আমাকে OTP-টা forward করতে পারবেন? এখনই দরকার",False,False,normal,"['no_url', 'no_phone', 'has_numbers']"
smish,Apnar shonchoy digun korun! Ekhoni call korun: +8801919876543,Banglish,Apnar shonchoy digun korun! Ekhoni call korun: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,বাংলাদেশ bank থেকে আপনার জন্য urgent message। call করুন: +8801911011123,CodeMix,বাংলাদেশ bank থেকে আপনার জন্য urgent message। call করুন: [PHONE],False,True,normal,['no_url']
smish,You have won a free 3-day stay at Royal Tulip Sea Pearl Resort. Call 017XXXXXXXX to confirm.,English,You have won a free 3-day stay at Royal Tulip Sea Pearl Resort. Call 017XX to confirm.,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,Apnar kache Amazon theke $200 nagod mulyo royechhe 2 diner modhhe mayad shesh hobe. Amra apnake $500 porjonto paona dite pari. Ekta samprekkho shiddhant er karone gat borsho amra apnake onek beshi charge korte perechhi. Apnar swayongkriyo sonchoy prostut.,Banglish,Apnar kache Amazon theke $200 nagod mulyo royechhe 2 diner modhhe mayad shesh hobe. Amra apnake $500 porjonto paona dite pari. Ekta samprekkho shiddhant er karone gat borsho amra apnake onek beshi charge korte perechhi. Apnar swayongkriyo sonchoy prostut.,False,False,normal,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,Win signed gloves by Mashrafe by betting at the casino. Start now: xini.eu/00Qe,English,Win signed gloves by Mashrafe by betting at the casino. Start now: xini.eu/00Qe,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"প্রিয় প্রার্থী,
আপনি বাছাই করা হয়েছে
ব্র্যাক ব্যাংক পিএলসি-এর জন্য রিলেশনশিপ এক্সিকিউটিভ"" পদের জন্য প্রাথমিক সাক্ষাৎকার। Mhadi সাপোর্ট সার্ভিসেস লিমিটেডের চাকরির অধীনে। তারিখ-২৯ এপ্রিল (সোমবার), 2024। সময়-2.00 PM। বেতন-24000/- আপনাকে অবশ্যই একটি আপডেট করা CV এবং SSC সার্টিফিকেটের ফটোকপি আনতে হবে। ঠিকানা: গুলশান গ্রেস, 8 সাউথ গুলশান এভিনিউ, লেভেল-5, ২য় বিল্ডিং। গুলশান-১, ঢাকা। (প্রকার: অবস্থান পেতে গুগল ম্যাপে ""মাহাদি কর্পোরেট অফিস"") শুভেচ্ছা,
মাহাদি সাপোর্ট সার্ভিসেস লিমিটেড।",Bengali,"প্রিয় প্রার্থী, আপনি বাছাই করা হয়েছে ব্র্যাক ব্যাংক পিএলসি-এর জন্য রিলেশনশিপ এক্সিকিউটিভ"" পদের জন্য প্রাথমিক সাক্ষাৎকার। Mhadi সাপোর্ট সার্ভিসেস লিমিটেডের চাকরির অধীনে। তারিখ-২৯ এপ্রিল (সোমবার), 2024। সময়-2.00 PM। বেতন-24000/- আপনাকে অবশ্যই একটি আপডেট করা CV এবং SSC সার্টিফিকেটের ফটোকপি আনতে হবে। ঠিকানা: গুলশান গ্রেস, 8 সাউথ গুলশান এভিনিউ, লেভেল-5, ২য় বিল্ডিং। গুলশান-১, ঢাকা। (প্রকার: অবস্থান পেতে গুগল ম্যাপে ""মাহাদি কর্পোরেট অফিস"") শুভেচ্ছা, মাহাদি সাপোর্ট সার্ভিসেস লিমিটেড।",False,False,promo,"['no_url', 'no_phone', 'has_numbers']"
smish,"Dear countrymen! (COVID-19)
TK2,500 government
assistance will be given for coronavirus.
Contact the number below to receive money:- 01810559231",English,"Dear countrymen! (COVID-19) TK2,500 government assistance will be given for coronavirus. Contact the number below to receive money:- [PHONE]",False,True,normal,"['no_url', 'has_numbers', 'no_bangla']"
smish,Apnar shonchoy diguon korar sujog! Call korun: +8801718899001,Banglish,Apnar shonchoy diguon korar sujog! Call korun: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,"বিলম্বে আপনার টাকা পাবেন না, দ্রুত call করুন: +8801912345678",CodeMix,"বিলম্বে আপনার টাকা পাবেন না, দ্রুত call করুন: [PHONE]",False,True,normal,['no_url']
smish,Apni amader bhagyoban grahok! Apnar binamulyer 1 bochorer internet subscription dabi korun. Call korun 019XXXXXXXX.,Banglish,Apni amader bhagyoban grahok! Apnar binamulyer 1 bochorer internet subscription dabi korun. Call korun 019XX.,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,আপনার ক্রেডিট কার্ড সাময়িকভাবে লক করা হয়েছে। কার্ড সার্ভিস লাইন কল করুন. (786) 319- 4482,Bengali,আপনার ক্রেডিট কার্ড সাময়িকভাবে লক করা হয়েছে। কার্ড সার্ভিস লাইন কল করুন. (786) 319- 4482,False,False,promo,"['no_url', 'no_phone', 'has_numbers']"
smish,"bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801810900912",Bengali,"bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: [PHONE]",False,True,normal,"['no_url', 'has_numbers']"
smish,Apnar bank account theke ojana transaction hoyeche. Bistarito jante call korun +8801914455667,Banglish,Apnar bank account theke ojana transaction hoyeche. Bistarito jante call korun [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,Protidin 500-700 taka income korun! Flexiload sim bybohar kore ghore boshe. Bistarito jante inbox korun.,Banglish,Protidin 500-700 taka income korun! Flexiload sim bybohar kore ghore boshe. Bistarito jante inbox korun.,False,False,normal,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"প্রিয় ব্যবহারকারী, আপনি কি বাস ভাড়া নিয়ে চিন্তিত, এই ঈদে সস্তায় বাসের টিকেট পেতে এখনই নিচের লিঙ্কে ক্লিক করুন।",Bengali,"প্রিয় ব্যবহারকারী, আপনি কি বাস ভাড়া নিয়ে চিন্তিত, এই ঈদে সস্তায় বাসের টিকেট পেতে এখনই নিচের লিঙ্কে ক্লিক করুন।",False,False,promo,"['no_url', 'no_phone']"
smish,"Customs duty notice! Foreign parcel held, pay 3000TK clearance fee.",Banglish,"Customs duty notice! Foreign parcel held, pay 3000TK clearance fee.",False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801819899901",Bengali,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: [PHONE]",False,True,normal,['no_url']
smish,"1,00,000 টাকা investment-এ 3,00,000 টাকা পান! Call করুন: +8801911011023",CodeMix,"1,00,000 টাকা investment-এ 3,00,000 টাকা পান! Call করুন: [PHONE]",False,True,normal,"['no_url', 'has_numbers']"
smish,Earn TK 500–700 daily with a new SIM! Inbox for details.,English,Earn TK 500–700 daily with a new SIM! Inbox for details.,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801911011023,Bengali,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: [PHONE],False,True,normal,['no_url']
smish,Urgent message from Bangladesh Bank. Call: +8801915566778,English,Urgent message from Bangladesh Bank. Call: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,Call to recharge your mobile: +8801812233445,English,Call to recharge your mobile: [PHONE],False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish,"Spot admission in Cyprus/Europe in presence of representative (Mr. Pambos) 10-11 October, 100% visa guarantee, credit transfer, tuition fee only 5000 euros, BSB, Dhaka contact number: 01720577099",English,"Spot admission in Cyprus/Europe in presence of representative (Mr. Pambos) 10-11 October, 100% visa guarantee, credit transfer, tuition fee only 5000 euros, BSB, Dhaka contact number: [PHONE]",False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,Delivery agent bolchi: Apnar parcel customs e atke geche for tax clearance. Please pay 2500TK Nagad number 01788992211 te akhoni. Payment chara parcel release hobe na.,Banglish,Delivery agent bolchi: Apnar parcel customs e atke geche for tax clearance. Please pay 2500TK Nagad number [PHONE] te akhoni. Payment chara parcel release hobe na.,False,True,normal,"['no_url', 'has_numbers', 'no_bangla']"
smish,আপনার basic residency এর মধ্যে Cambridge University application fee free! পড়ার dream পূরণ করতে আজই contact করুন - ০১৭৪৬৬৩৫৭২৫,CodeMix,আপনার basic residency এর মধ্যে Cambridge University application fee free! পড়ার dream পূরণ করতে আজই contact করুন - [PHONE],False,True,promo,['no_url']
smish,Apnar number ta puroshkar jiteche. Bishtar janate call korun +8801718899001,Banglish,Apnar number ta puroshkar jiteche. Bishtar janate call korun [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,Earn TK500-700 daily! Using Flexiload SIM from home. Inbox for details.,English,Earn TK500-700 daily! Using Flexiload SIM from home. Inbox for details.,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"Shuborn shujog! Ghore boshe data entry kore protidin 1000-2000 taka ay korun. Registration fee matro 100 taka. Naam, boyosh, shohor, jatiyo porichoyopotro number shoho jogajog whatsapp 7602236317",Banglish,"Shuborn shujog! Ghore boshe data entry kore protidin 1000-2000 taka ay korun. Registration fee matro 100 taka. Naam, boyosh, shohor, jatiyo porichoyopotro number shoho jogajog whatsapp [PHONE]",False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,Government tax amnesty program! Register with 10000TK or face penalty.,Banglish,Government tax amnesty program! Register with 100TK or face penalty.,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"Dear Customer,
২৩-০২-২০২০ তারিখে card XX দিয়ে Rs.8990 transaction হয়েছে K Enterprice ds POS/ECOM থেকে। Transaction নম্বর পাওয়া যায়নি। যদি এটা আপনার না হয়, তবে registered mobile থেকে 18604195555 এ SMS করুন।",CodeMix,"Dear Customer, ২৩-০২-২০২০ তারিখে card XX দিয়ে Rs.8990 transaction হয়েছে K Enterprice ds POS/ECOM থেকে। Transaction নম্বর পাওয়া যায়নি। যদি এটা আপনার না হয়, তবে registered mobile থেকে [PHONE] এ SMS করুন।",False,True,normal,"['no_url', 'has_numbers']"
smish,"Dear customer, your City Bank credit card needs to be updated. Please call 018XXXXXXXX to confirm your details.",English,"Dear customer, your City Bank credit card needs to be updated. Please call 018XX to confirm your details.",False,False,normal,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"Apnar jomi bikrir taka joma hoyeche, call korun: +8801914567890",Banglish,"Apnar jomi bikrir taka joma hoyeche, call korun: [PHONE]",False,True,normal,"['no_url', 'no_bangla']"
smish,Medical emergency fund! Contribute 2000TK for cancer patient treatment.,Banglish,Medical emergency fund! Contribute 2000TK for cancer patient treatment.,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"বেকার যুবক, যুবতী, গৃহিণী, রিটায়ার্ড ব্যক্তিদের জন্য ঘরে বসে অনলাইনে স্বল্প সময়ে প্রচুর টাকা উপার্জন করার সুবর্ণ সুযোগ",Bengali,"বেকার যুবক, যুবতী, গৃহিণী, রিটায়ার্ড ব্যক্তিদের জন্য ঘরে বসে অনলাইনে স্বল্প সময়ে প্রচুর টাকা উপার্জন করার সুবর্ণ সুযোগ",False,False,promo,"['no_url', 'no_phone']"
smish,"Obhinondon! Apni 50,000 taka nogod puroskar jitechen. Apnar puroskar dabi korte 018XXXXXXXXX number e call korun.",Banglish,"Obhinondon! Apni 50,000 taka nogod puroskar jitechen. Apnar puroskar dabi korte 018XX number e call korun.",False,False,normal,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"50,000 taka biniyog-e 1,00,000 taka pan! Call korun: +8801918788890",Banglish,"50,000 taka biniyog-e 1,00,000 taka pan! Call korun: [PHONE]",False,True,normal,"['no_url', 'has_numbers', 'no_bangla']"
smish,"priyo grahok, 8990 Taka. K Enterprice ds POS/ECOM.Txn# e 23-02-2020 tarikhe XX karde txn kora hoyeche. Apnar dwara kora hoyni, nibondhito mobile NB theke ei SMS ti forward korun. 18604195555",Banglish,"priyo grahok, 8990 Taka. K Enterprice ds POS/ECOM.Txn# e 23-02-2020 tarikhe XX karde txn kora hoyeche. Apnar dwara kora hoyni, nibondhito mobile NB theke ei SMS ti forward korun. [PHONE]",False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,শুধু mobile থাকলে আপনিও পারবেন মাসে কমপক্ষে 15000-20000 টাকা earn করতে। বিস্তারিত জানতে 01783627284,CodeMix,শুধু mobile থাকলে আপনিও পারবেন মাসে কমপক্ষে [PHONE] টাকা earn করতে। বিস্তারিত জানতে [PHONE],False,True,promo,['no_url']
smish,Apnar hate jodi daily 3-4 ghonta shomoy free thake tahole janaben. asha kori khub bhalo ekta kajer shondhan dite parbo. inbox koren,Banglish,Apnar hate jodi daily 3-4 ghonta shomoy free thake tahole janaben. asha kori khub bhalo ekta kajer shondhan dite parbo. inbox koren,False,False,normal,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,Welcome to মেঘের রঙ! চলুন আপনার home সাজিয়ে নেই easy installment-e. Online order দিন এবং maybe এই month-এর মধ্যে পাওয়ার chance নিন - ০১৭৪৬৬৩৫৭২৫,CodeMix,Welcome to মেঘের রঙ! চলুন আপনার home সাজিয়ে নেই easy installment-e. Online order দিন এবং maybe এই month-এর মধ্যে পাওয়ার chance নিন - [PHONE],False,True,promo,['no_url']
smish,Upobrittir 4200 taka jonno jogajog korun: 01320660547 Shikkha board,Banglish,Upobrittir 4200 taka jonno jogajog korun: [PHONE] Shikkha board,False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,Bangladesh Bank account-e truti dekha diyeche. Call korun: +8801814344456,Banglish,Bangladesh Bank account-e truti dekha diyeche. Call korun: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,"◆ If qualified, you can earn online by teaching. Contact User-10381381741225860264.",English,"◆ If qualified, you can earn online by teaching. Contact User- [PHONE] .",False,True,normal,"['no_url', 'no_bangla']"
smish,Call to recharge your mobile: +8801818899001,English,Call to recharge your mobile: [PHONE],False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish,"Apnar mobile number ta 10,000 taka lottery jiteche! Bistarito jante call korun +8801712345678",Banglish,"Apnar mobile number ta 10,000 taka lottery jiteche! Bistarito jante call korun [PHONE]",False,True,normal,"['no_url', 'has_numbers', 'no_bangla']"
smish,"১০০% guarantee সহ Malaysian, European, America, Canada visa পেতে আজই contact করুন ০১৭৬৫৪৩৩৪২২, advance fee লাগবে না। ",CodeMix,"১০০% guarantee সহ Malaysian, European, America, Canada visa পেতে আজই contact করুন [PHONE] , advance fee লাগবে না।",False,True,promo,"['no_url', 'has_numbers']"
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801916566678,Bengali,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: [PHONE],False,True,normal,['no_url']
smish,"2,000 taka binoyog korun ebong 5 minite 4,000 taka pan! kol korun: +8801714567890",Banglish,"2,000 taka binoyog korun ebong 5 minite 4,000 taka pan! kol korun: [PHONE]",False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,শাকিব আল হাসানের সাথে একান্ত সাক্ষাতের সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। এখনই শুরু করুন: xini.eu/00Qe,Bengali,শাকিব আল হাসানের সাথে একান্ত সাক্ষাতের সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। এখনই শুরু করুন: xini.eu/00Qe,False,False,promo,"['no_url', 'no_phone', 'has_numbers']"
smish,Apnar mobile recharge korte call korun: +8801818899001,Banglish,Apnar mobile recharge korte call korun: [PHONE],False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish,Apnar mobile recharge korte call korun: +8801818788890,Banglish,Apnar mobile recharge korte call korun: [PHONE],False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish,"Dear user, আপনি কি bus fare নিয়ে worried, এই Eid-এ cheaply bus ticket পেতে এখনই নিচের link-এ click করুন।",CodeMix,"Dear user, আপনি কি bus fare নিয়ে worried, এই Eid-এ cheaply bus ticket পেতে এখনই নিচের link-এ click করুন।",False,False,promo,"['no_url', 'no_phone']"
smish,"Hello, your FEDEX package with tracking code Dz-8342-FY344 is waiting for you to set your delivery preference: c4info/Gm0843vz1",English,"Hello, your FEDEX package with tracking code Dz-8342-FY344 is waiting for you to set your delivery preference: c4info/Gm0843vz1",False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,কোন ক্রেডিট চেক ছাড়াই ১০০% ক্রেডিট কার্ড অনুমোদন। আজই আবেদন করুন। যোগাযোগ: ০১৫৬৭৫৪৬৩৯০,Bengali,কোন ক্রেডিট চেক ছাড়াই ১০০% ক্রেডিট কার্ড অনুমোদন। আজই আবেদন করুন। যোগাযোগ: [PHONE],False,True,promo,"['no_url', 'has_numbers']"
smish,Bangladesh Bank থেকে important message। Emergency basis-এ call করুন: +8801812345678,CodeMix,Bangladesh Bank থেকে important message। Emergency basis-এ call করুন: [PHONE],False,True,normal,['no_url']
smish,আপনার mobile number-এ laptop জিতেছেন! Claim: +8801819900012,CodeMix,আপনার mobile number-এ laptop জিতেছেন! Claim: [PHONE],False,True,normal,['no_url']
smish,"আপনার ছেলে সমস্যায় আছে, তাই দ্রুত টাকা পাঠান।",Bengali,"আপনার ছেলে সমস্যায় আছে, তাই দ্রুত টাকা পাঠান।",False,False,normal,"['no_url', 'no_phone', 'short_text']"
smish,"1,00,000 taka biniyoge 3,00,000 taka pan! Call korun: +8801911011023",Banglish,"1,00,000 taka biniyoge 3,00,000 taka pan! Call korun: [PHONE]",False,True,normal,"['no_url', 'has_numbers', 'no_bangla']"
smish,"আপনার জমি selling-এর টাকা জমা হয়েছে, call করুন: +8801816566678",CodeMix,"আপনার জমি selling-এর টাকা জমা হয়েছে, call করুন: [PHONE]",False,True,normal,['no_url']
smish,"Mohaan shadhiinota dibosher shubhecha. Bishwosto o smart banking shebay 24/7 Sonali Bank apnar pashe.
Mo: Afzal Karim
CEO and MD",Banglish,Mohaan shadhiinota dibosher shubhecha. Bishwosto o smart banking shebay 24/7 Sonali Bank apnar pashe. Mo: Afzal Karim CEO and MD,False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: +8801816566678",Bengali,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: [PHONE]",False,True,normal,['no_url']
smish,"প্রিয় দেশবাসি ! (COVID-19)
করনা ভাইরাস এর জন্য
2,500 টাকা সরকারী
শুনুদান দেওয়া হবে।
টাকা নেওয়ার জন্য নিচের নাম্বারে যোগাযোগ করুনঃ-01810559231",Bengali,"প্রিয় দেশবাসি ! (COVID-19) করনা ভাইরাস এর জন্য 2,500 টাকা সরকারী শুনুদান দেওয়া হবে। টাকা নেওয়ার জন্য নিচের নাম্বারে যোগাযোগ করুনঃ- [PHONE]",False,True,promo,"['no_url', 'has_numbers']"
smish,অ্যাপল আইফোন ১৮ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: +8801810900912,Bengali,অ্যাপল আইফোন ১৮ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: [PHONE],False,True,promo,"['no_url', 'has_numbers']"
smish,Apni 1 bhori shona jitechen! Puruskar nite call korun: +8801819876543,Banglish,Apni 1 bhori shona jitechen! Puruskar nite call korun: [PHONE],False,True,normal,"['no_url', 'has_numbers', 'no_bangla']"
smish,Apnar gas shongjog punoray shokriyo korte call korun +8801719900012,Banglish,Apnar gas shongjog punoray shokriyo korte call korun [PHONE],False,True,promo,"['no_url', 'no_bangla']"
smish,"If you have 1/2 hour free time in your day, let me know. I'll show you some processes from which you can earn income.
Then say Hi now..",English,"If you have 1/2 hour free time in your day, let me know. I'll show you some processes from which you can earn income. Then say Hi now..",False,False,normal,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,"1,00,000 taka binimoye 2,00,000 taka pan! Kol korun: +8801912122134",Banglish,"1,00,000 taka binimoye 2,00,000 taka pan! Kol korun: [PHONE]",False,True,normal,"['no_url', 'has_numbers', 'no_bangla']"
smish,আপনি Royal Tulip Sea Pearl Resort-এ free 3 দিনের stay জিতেছেন। Confirm করতে 017XXXXXXXX-এ call করুন।,CodeMix,আপনি Royal Tulip Sea Pearl Resort-এ free 3 দিনের stay জিতেছেন। Confirm করতে 017XX-এ call করুন।,False,False,promo,"['no_url', 'no_phone', 'has_numbers']"
smish,Important message from Janata Bank. Call: +8801710900912,English,Important message from Janata Bank. Call: [PHONE],False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish,Janata Bank থেকে urgent message। Call করুন: +8801719900112,CodeMix,Janata Bank থেকে urgent message। Call করুন: [PHONE],False,True,normal,['no_url']
smish,"প্রিয় গ্রাহক, 8990 টাকা। K Enterprice ds POS/ECOM.Txn# এ 23-02-2020 তারিখে XX কার্ডে txn করা হয়েছে। আপনার দ্বারা করা হয়নি, নিবন্ধিত মোবাইল এনবি থেকে এই এসএমএসটি ফরোয়ার্ড করুন। 18604195555",Bengali,"প্রিয় গ্রাহক, 8990 টাকা। K Enterprice ds POS/ECOM.Txn# এ 23-02-2020 তারিখে XX কার্ডে txn করা হয়েছে। আপনার দ্বারা করা হয়নি, নিবন্ধিত মোবাইল এনবি থেকে এই এসএমএসটি ফরোয়ার্ড করুন। [PHONE]",False,True,promo,"['no_url', 'has_numbers']"
smish,"স্মার্টফোন জেতার দুর্দান্ত অফার! সহজ কিছু প্রশ্নের উত্তর দিয়ে জিতে নিন ১৪,৯৯৯ টাকার আকর্ষণীয় স্মার্টফোন Oppo A17 মাত্র ৳২.৭৮/দিন, ডায়াল *213*664#",Bengali,"স্মার্টফোন জেতার দুর্দান্ত অফার! সহজ কিছু প্রশ্নের উত্তর দিয়ে জিতে নিন ১৪,৯৯৯ টাকার আকর্ষণীয় স্মার্টফোন Oppo A17 মাত্র ৳২.৭৮/দিন, ডায়াল *213*664#",False,False,promo,"['no_url', 'no_phone', 'has_numbers']"
smish,"Bilombe apnar taka paben na, druto call korun: +8801912345678",Banglish,"Bilombe apnar taka paben na, druto call korun: [PHONE]",False,True,normal,"['no_url', 'no_bangla']"
smish,Important message from Bangladesh Bank. Call urgently: +8801812345678,English,Important message from Bangladesh Bank. Call urgently: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,Urgent message from Bangladesh Bank. Call: +8801916566678,English,Urgent message from Bangladesh Bank. Call: [PHONE],False,True,normal,"['no_url', 'no_bangla']"
smish,"Get 60,000TK return on 20,000TK investment! Call: +8801916566678",English,"Get 60,000TK return on 20,000TK investment! Call: [PHONE]",False,True,promo,"['no_url', 'has_numbers', 'no_bangla']"
smish,"Dear applicant, Tuesday 04/05 তারিখে সকাল 9am @1st floor center enemy leadership-এর সাথে একটি interview-এর জন্য আপনাকে select করা হয়েছে। Query-র জন্য please contact: 09029900659",CodeMix,"Dear applicant, Tuesday 04/05 তারিখে সকাল 9am @1st floor center enemy leadership-এর সাথে একটি interview-এর জন্য আপনাকে select করা হয়েছে। Query-র জন্য please contact: [PHONE]",False,True,promo,"['no_url', 'has_numbers']"
smish,"Hello, tracking code Dz-8342-FY344 সহ আপনার FEDEX package আপনার delivery preference set করার জন্য waiting করছে: c4info/Gm0843vz1",CodeMix,"Hello, tracking code Dz-8342-FY344 সহ আপনার FEDEX package আপনার delivery preference set করার জন্য waiting করছে: c4info/Gm0843vz1",False,False,promo,"['no_url', 'no_phone', 'has_numbers']"
smish,Call to recharge your mobile: +8801811011023,English,Call to recharge your mobile: [PHONE],False,True,normal,"['no_url', 'short_text', 'no_bangla']"
smish,"হ্যালো, ট্র্যাকিং কোড Dz-8342-FY344 সহ আপনার FEDEX প্যাকেজ আপনার ডেলিভারি পছন্দ সেট করার জন্য অপেক্ষা করছে: c4info/Gm0843vz1",Bengali,"হ্যালো, ট্র্যাকিং কোড Dz-8342-FY344 সহ আপনার FEDEX প্যাকেজ আপনার ডেলিভারি পছন্দ সেট করার জন্য অপেক্ষা করছে: c4info/Gm0843vz1",False,False,promo,"['no_url', 'no_phone', 'has_numbers']"
smish,Govt. Reg. - 180727/2022 National Agency Company part-time job। পড়াশোনার পাশাপাশি online platform-এ advertisement promote করার জন্য boy girl workers নিয়োগ চলছে। Position: Call Center। Monthly salary: 10/12 হাজার। Daily working time: 4/5ঘন্টা। Interested সবাই directly inbox-এ contact করুন বা phone 01984766558,CodeMix,Govt. Reg. - 180727/2022 National Agency Company part-time job। পড়াশোনার পাশাপাশি online platform-এ advertisement promote করার জন্য boy girl workers নিয়োগ চলছে। Position: Call Center। Monthly salary: 10/12 হাজার। Daily working time: 4/5ঘন্টা। Interested সবাই directly inbox-এ contact করুন বা phone [PHONE],False,True,promo,"['no_url', 'has_numbers']"
smish,"আপনার land বিক্রির টাকা জমা হয়েছে, call করুন: +8801819899901",CodeMix,"আপনার land বিক্রির টাকা জমা হয়েছে, call করুন: [PHONE]",False,True,normal,['no_url']
smish,আপনার prize money পেতে call করুন: +8801811234567,CodeMix,আপনার prize money পেতে call করুন: [PHONE],False,True,normal,"['no_url', 'short_text']"
smish,জরুরি বার্তা! আপনার গ্যাস কানেকশন বন্ধ হবে। বিল পরিশোধ: gas-bill-pay.ml,Bengali,জরুরি বার্তা! আপনার গ্যাস কানেকশন বন্ধ হবে। বিল পরিশোধ: gas-bill-pay.ml,False,False,normal,"['no_url', 'no_phone']"
smish,"Unemployed যুবক-যুবতী, গৃহিণী ও retired ব্যক্তিদের জন্য golden chance, ঘরে বসেই short time এ income করুন।",CodeMix,"Unemployed যুবক-যুবতী, গৃহিণী ও retired ব্যক্তিদের জন্য golden chance, ঘরে বসেই short time এ income করুন।",False,False,promo,"['no_url', 'no_phone']"
smish,"Dial *213*6551# to bring smile to loved one's face, charge 82.67 daily",English,"Dial *213*6551# to bring smile to loved one's face, charge 82.67 daily",False,False,promo,"['no_url', 'no_phone', 'has_numbers', 'no_bangla']"
smish,UNO office theke notice. Land documents verify na korle problem hobe.,Banglish,UNO office theke notice. Land documents verify na korle problem hobe.,False,False,normal,"['no_url', 'no_phone', 'no_bangla']"
smish,Sonali Bank account-এ problem হয়েছে। Call করুন: +8801813233345,CodeMix,Sonali Bank account-এ problem হয়েছে। Call করুন: [PHONE],False,True,normal,['no_url']
