label,text,source,text_clean
normal,আজকের ক্লাস কেমন হলো?,Bengali,আজকের ক্লাস কেমন হলো?
normal,What's new?,English,What's new?
smish,"Golden opportunity for unemployed youth, women, housewives, retired persons to earn a lot of money online from home in a short time",English,"Golden opportunity for unemployed youth, women, housewives, retired persons to earn a lot of money online from home in a short time"
normal,এটা সালিমের নাম্বার ওকে কল দিস আসার সময় ০১৭৩৮৮৩৮৮৩৮,Bengali,এটা সালিমের নাম্বার ওকে কল দিস আসার সময় [PHONE]
normal,আজ রাতে বন্ধুর সঙ্গে সিনেমা দেখলাম। গল্প দারুণ ছিল।,Bengali,আজ রাতে বন্ধুর সঙ্গে সিনেমা দেখলাম। গল্প দারুণ ছিল।
normal,"দিদি, তোমার পড়াশুনা কেমন চলছে? কোন সমস্যা হচ্ছে?",Bengali,"দিদি, তোমার পড়াশুনা কেমন চলছে? কোন সমস্যা হচ্ছে?"
promo,Bonus with 8GB-120TK-30 days. Dial *121*5072# or [https://mygp.li/mo](https://mygp.li/mo),English,Bonus with 8GB-120TK-30 days. Dial *121*5072# or [ [URL]
normal,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।",Bengali,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।"
normal,কেমন আছেন?,Bengali,কেমন আছেন?
smish,Click here to verify your mobile number: [mobileverify.com/VerifyBD],English,Click here to verify your mobile number: [URL]
smish,ডাচ্-বাংলা ব্যাংক থেকে জানানো হচ্ছে যে আপনার কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে আপনার পিন ও কার্ড নম্বর SMS করুন +8801944456789 নাম্বারে।,Bengali,ডাচ্-বাংলা ব্যাংক থেকে জানানো হচ্ছে যে আপনার কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে আপনার পিন ও কার্ড নম্বর SMS করুন [PHONE] নাম্বারে।
promo,Sundarban Courier এখন অনলাইন বুকিং এ ১০% ছাড় দিচ্ছে। আজই চেষ্টা করুন।,Bengali,Sundarban Courier এখন অনলাইন বুকিং এ ১০% ছাড় দিচ্ছে। আজই চেষ্টা করুন।
normal,"তোমার পাশে আছি, কোনো চিন্তা কোরো না।",Bengali,"তোমার পাশে আছি, কোনো চিন্তা কোরো না।"
normal,What work are you doing now?,English,What work are you doing now?
normal,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।",Bengali,"দুঃখিত, আমি মিটিংয়ে পরে ফোন করবো।"
smish,Your account will be blocked. Contact 01789765432.,English,Your account will be blocked. Contact [PHONE] .
smish,Government tax refund of 15000 BDT pending. Claim at: gov-refund-bd.org Enter: NID + mobile number,English,Government tax refund of 15000 BDT pending. Claim at: [URL] Enter: NID + mobile number
normal,শুভ আশুরা!,Bengali,শুভ আশুরা!
smish,Get a new SIM and free 50GB internet! Click: https://ak76.xyz/?y=ep1669102548,English,Get a new SIM and free 50GB internet! Click: [URL]
promo,"৪০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৫৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/0wO6Jggn",Bengali,"৪০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৪৫৯৳ ৩০দিন, নিয়ে নাও: cutt.ly/0wO6Jggn"
smish,*FIFA 2022 World Cup free 50GB data offer* *I've received mine* *Open link* https://ak76.xyz/?y=ep1669102548,English,*FIFA 2022 World Cup free 50GB data offer* *I've received mine* *Open link* [URL]
smish,"You have won TK 5,000 prize from Nagad account! For details call: +8801918899001",English,"You have won TK 5,000 prize from Nagad account! For details call: [PHONE]"
normal,Getting a new house at home.,English,Getting a new house at home.
normal,"আজ বিশেষ দিন, আমি বাড়িতে বসে আছি।",Bengali,"আজ বিশেষ দিন, আমি বাড়িতে বসে আছি।"
promo,হোম অ্যাপ্লায়েন্সে বোনাস অফার! ওয়াশিং মেশিনে EMI সুবিধা।,Bengali,হোম অ্যাপ্লায়েন্সে বোনাস অফার! ওয়াশিং মেশিনে EMI সুবিধা।
smish,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে ক্রিকেটে বাজি ধরুন! শুরু করুন: ebayisapidlld.altervista.org/,Bengali,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে ক্রিকেটে বাজি ধরুন! শুরু করুন: [URL]
smish,Your NID expired/invalid. Renewal fee 5947 TK: urgent-gov.bd/verify,English,Your NID expired/invalid. Renewal fee 5947 TK: [URL]
smish,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadDepositBot",Bengali,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: [URL]"
smish,Suspicious activity detected in your account. Login to verify: [accountverify.com/VerifyBD],English,Suspicious activity detected in your account. Login to verify: [URL]
normal,"When you see that your heart is not present during prayer, understand that this is due to weakness of faith. Work hard to strengthen your faith. -[Imam Ibn Qudamah al-Maqdisi (Rah.)]",English,"When you see that your heart is not present during prayer, understand that this is due to weakness of faith. Work hard to strengthen your faith. -[Imam Ibn Qudamah al-Maqdisi (Rah.)]"
promo,Daraz Mall থেকে আসল প্রোডাক্টে ১৫% ডিসকাউন্ট। অফার চলবে ৩ দিন।,Bengali,Daraz Mall থেকে আসল প্রোডাক্টে ১৫% ডিসকাউন্ট। অফার চলবে ৩ দিন।
smish,Your number has been selected for a special offer! Call to receive prize +8801716677889,English,Your number has been selected for a special offer! Call to receive prize [PHONE]
smish,"জরুরি নিয়োগ,  থাকা খাওয়ার সুবিধাসহ ৩০,০০০ টাকার বেতন/ সেলারি  যোগাযোগ ০১৭২৭৮২৭৮২৬",Bengali,"জরুরি নিয়োগ, থাকা খাওয়ার সুবিধাসহ ৩০,০০০ টাকার বেতন/ সেলারি যোগাযোগ [PHONE]"
normal,Good night!,English,Good night!
normal,I need to read a story.,English,I need to read a story.
smish,Bet at the casino and win a free hotel booking! Click today: phlebolog.com.ua/libraries/joomla/results.php,English,Bet at the casino and win a free hotel booking! Click today: [URL]
normal,Can you believe it's already December? This year went by so fast.,English,Can you believe it's already December? This year went by so fast.
promo,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ https://joinairforce.baf.mil.bd,Bengali,বাংলাদেশ বিমান বাহিনীতে ৮৯ বাফা কোর্সে অফিসার ক্যাডেট নিয়োগ চলছে। বিস্তারিতঃ [URL]
promo,Ecstasy entertainment complex: Movie tickets 150TK for all shows!,English,Ecstasy entertainment complex: Movie tickets 150TK for all shows!
promo,"'Will insure, will build country
Bangladesh will be smart.' Insurance Development and Regulatory Authority and Financial Institutions Division, Ministry of Finance.",English,"'Will insure, will build country Bangladesh will be smart.' Insurance Development and Regulatory Authority and Financial Institutions Division, Ministry of Finance."
smish,💖 আপনি কি ফ্রি কাজ শিখতে চান। কাজের পাশাপাশি কি ইনকাম করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা ইনকাম করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : ০১৭২২৬৭২৩৯১,Bengali,💖 আপনি কি ফ্রি কাজ শিখতে চান। কাজের পাশাপাশি কি ইনকাম করতে চান?প্রতি দিন ৪০০থেকে৫০০ টাকা ইনকাম করতে পারবেন? তাহলে আর দেরি কেনো? এখনি যোগাযোগ করুন : [PHONE]
normal,Where are you?,English,Where are you?
normal,"আপা, রাতের খাবারে কি রান্না করবেন? আমি মাছ কিনে এনেছি।",Bengali,"আপা, রাতের খাবারে কি রান্না করবেন? আমি মাছ কিনে এনেছি।"
smish,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ,Bengali,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। ঘরে বসে কাজ: cutt.ly/U6zMFGQ
normal,This is a part of IQ test phase.,English,This is a part of IQ test phase.
smish,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈",Bengali,"⏩নতুন ওয়েবসাইট [PROFITSHOP24] ▶️রেজিষ্ট্রেশন ফি 15 টাকা ▶️ রেজিস্ট্রেশন লিং: ইনবক্স। 🌟 কাজ হলোঃ ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱 👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈"
smish,"বিকাশ একাউন্টে ১০,০০০ টাকা ভুলবশত পাঠানো হয়েছে। রিফান্ড পেতে bkash-secureverify24.org এ গিয়ে পিন দিন। না হলে একাউন্ট স্থগিত হবে।",Bengali,"বিকাশ একাউন্টে ১০,০০০ টাকা ভুলবশত পাঠানো হয়েছে। রিফান্ড পেতে [URL] এ গিয়ে পিন দিন। না হলে একাউন্ট স্থগিত হবে।"
normal,I want to tell you a story.,English,I want to tell you a story.
promo,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP",Bengali,"হটশট ক্যাশব্যাক ৳১৮! হটস্পট ডিলে ২২জিবি@৳১৭৯, ৭দিন: cutt.ly/fwLo4TBP"
smish,জরুরি! আপনার ব্র্যাক ব্যাংক অ্যাকাউন্ট হ্যাক হয়েছে। OTP: 2346 দিয়ে সুরক্ষিত করুন।,Bengali,জরুরি! আপনার ব্র্যাক ব্যাংক অ্যাকাউন্ট হ্যাক হয়েছে। OTP: 2346 দিয়ে সুরক্ষিত করুন।
smish,"If anyone wants to earn income online from home, inbox me. 200 to 500 taka daily.",English,"If anyone wants to earn income online from home, inbox me. 200 to 500 taka daily."
smish,আপনার গ্যাস বিল বকেয়া রয়েছে। অবিলম্বে পেমেন্ট করুন। কল করুন +8801814455667,Bengali,আপনার গ্যাস বিল বকেয়া রয়েছে। অবিলম্বে পেমেন্ট করুন। কল করুন [PHONE]
promo,"Computer Source laptop clearance sale: Dell, HP, Lenovo massive discounts!",English,"Computer Source laptop clearance sale: Dell, HP, Lenovo massive discounts!"
promo,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my,Bengali,বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা mygp.li/my
smish,"Good Afternoon!! I am Mithila, Marketing Manager at HYPE Dhaka (RB DIGITAL LIMITED). Our company is running a campaign where you can join and earn from home.",English,"Good Afternoon!! I am Mithila, Marketing Manager at HYPE Dhaka (RB DIGITAL LIMITED). Our company is running a campaign where you can join and earn from home."
normal,Thanks for helping me with the computer problem. You saved me so much time and frustration!,English,Thanks for helping me with the computer problem. You saved me so much time and frustration!
smish,২৪ ঘণ্টার মধ্যে ৫ লক্ষ টাকা লোন নিশ্চিত। কোন জমা বা দালালি নেই। আজই আবেদন করুন। যোগাযোগ: ০১৮৬৭৫৪৬৩৮৯,Bengali,২৪ ঘণ্টার মধ্যে ৫ লক্ষ টাকা লোন নিশ্চিত। কোন জমা বা দালালি নেই। আজই আবেদন করুন। যোগাযোগ: [PHONE]
normal,কি খবর?,Bengali,কি খবর?
normal,The traffic was horrible today. Took me 2 hours to reach home.,English,The traffic was horrible today. Took me 2 hours to reach home.
smish,Bank security alert: Unauthorized login attempt. Secure account: bank-secure.bd/protect PIN: 5829,English,Bank security alert: Unauthorized login attempt. Secure account: [URL] PIN: 5829
normal,"মামি, আপনার রেসিপি অনুযায়ী রান্না করেছি। খুব ভালো হয়েছে।",Bengali,"মামি, আপনার রেসিপি অনুযায়ী রান্না করেছি। খুব ভালো হয়েছে।"
promo,Janata Bank loan special! Up to 12 lakh at 9% interest. Apply now!,English,Janata Bank loan special! Up to 12 lakh at 9% interest. Apply now!
smish,"উপবৃত্তির 4200 টাকার জন্য
যোগাযোগ করুন: 01320660547
শিক্ষা বোর্ড",Bengali,উপবৃত্তির 4200 টাকার জন্য যোগাযোগ করুন: [PHONE] শিক্ষা বোর্ড
normal,"If it were me, I would have removed it earlier... but now what's happening is they are being a bit stubborn that outsiders will come and take everything, this is not right",English,"If it were me, I would have removed it earlier... but now what's happening is they are being a bit stubborn that outsiders will come and take everything, this is not right"
normal,আজ সকালে ঘুম থেকে উঠে দেখি বৃষ্টি হচ্ছে। চা বানিয়ে বারান্দায় বসে গান শুনছিলাম। মনে হচ্ছিলো সারাদিন এভাবেই কেটে যাক।,Bengali,আজ সকালে ঘুম থেকে উঠে দেখি বৃষ্টি হচ্ছে। চা বানিয়ে বারান্দায় বসে গান শুনছিলাম। মনে হচ্ছিলো সারাদিন এভাবেই কেটে যাক।
promo,"৪০৳ ক্যাশব্যাক! ৪৬জিবি@৪৫৮৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/GwWYCCfJ",Bengali,"৪০৳ ক্যাশব্যাক! ৪৬জিবি@৪৫৮৳, ৩০দিন, নিয়ে নাও এখনই: cutt.ly/GwWYCCfJ"
smish,100+ মোবাইল গেম খেলতে এবং প্রতিদিন 25 কোটি টাকা পর্যন্ত নগদ পুরস্কার জিততে  বৃহত্তম সামাজিক গেমিং অ্যাপ ডাউনলোড করুন।,Bengali,100+ মোবাইল গেম খেলতে এবং প্রতিদিন 25 কোটি টাকা পর্যন্ত নগদ পুরস্কার জিততে বৃহত্তম সামাজিক গেমিং অ্যাপ ডাউনলোড করুন।
smish,বিশেষ জরুরি ঘোষণা! আপনার নামে একটি বড় আর্থিক প্রতারণার মামলা দায়ের হয়েছে যেখানে অভিযোগ করা হয়েছে যে আপনি অনলাইনে জুয়া খেলে এবং হাওলা ব্যবসার সাথে জড়িত আছেন। এই মিথ্যা অভিযোগ থেকে নিজেকে রক্ষা করার জন্য আপনাকে একটি আইনি সার্টিফিকেট সংগ্রহ করতে হবে যার জন্য ৩০০০ টাকা ফি দিতে হবে। ২৪ ঘন্টার মধ্যে legal-clear-bd.tk লিংকে গিয়ে আপনার সমস্ত তথ্য দিয়ে এই ফি পরিশোধ করুন নতুবা আপনার বিরুদ্ধে গ্রেফতারি পরোয়ানা জারি হতে পারে।,Bengali,বিশেষ জরুরি ঘোষণা! আপনার নামে একটি বড় আর্থিক প্রতারণার মামলা দায়ের হয়েছে যেখানে অভিযোগ করা হয়েছে যে আপনি অনলাইনে জুয়া খেলে এবং হাওলা ব্যবসার সাথে জড়িত আছেন। এই মিথ্যা অভিযোগ থেকে নিজেকে রক্ষা করার জন্য আপনাকে একটি আইনি সার্টিফিকেট সংগ্রহ করতে হবে যার জন্য ৩০০০ টাকা ফি দিতে হবে। ২৪ ঘন্টার মধ্যে legal-clear-bd.tk লিংকে গিয়ে আপনার সমস্ত তথ্য দিয়ে এই ফি পরিশোধ করুন নতুবা আপনার বিরুদ্ধে গ্রেফতারি পরোয়ানা জারি হতে পারে।
promo,Beximco job fair! 267 positions available. Salary up to 35000 TK!,English,Beximco job fair! 267 positions available. Salary up to 35000 TK!
normal,"আপনার পাওনা ৮০০/- টাকা, দ্রুত পরিশোধ করুন।",Bengali,"আপনার পাওনা ৮০০/- টাকা, দ্রুত পরিশোধ করুন।"
promo,Gentle Park shopping mall grand opening! 70% discounts on everything!,English,Gentle Park shopping mall grand opening! 70% discounts on everything!
normal,"Your capabilities are limitless, move forward.",English,"Your capabilities are limitless, move forward."
smish,"Your electricity meter tampered illegally. Avoid legal action, pay fine 5200 TK: meter-fine.bd/pay",English,"Your electricity meter tampered illegally. Avoid legal action, pay fine 5200 TK: [URL]"
smish,"Dear customer your
electricity connection will be disconnected
today at 10.30 PM
from
Electricity Office.
Because your
previous month's bill was not
updated please
contact us immediately
Electricity Officer
9163657962 Thank you",English,Dear customer your electricity connection will be disconnected today at 10.30 PM from Electricity Office. Because your previous month's bill was not updated please contact us immediately Electricity Officer [PHONE] Thank you
smish,Tax audit penalty 31826 TK due immediately: urgent-bd.bd/urgent,English,Tax audit penalty 31826 TK due immediately: [URL]
smish,Call to reactivate your gas connection +8801719900012,English,Call to reactivate your gas connection [PHONE]
promo,১০০৳ ক্যাশব্যাক শেষ দিন! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন: cutt.ly/2wQlYv6U,Bengali,১০০৳ ক্যাশব্যাক শেষ দিন! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন: cutt.ly/2wQlYv6U
promo,Daraz Electronics Fair-এ ল্যাপটপে ৩০% পর্যন্ত ডিসকাউন্ট।,Bengali,Daraz Electronics Fair-এ ল্যাপটপে ৩০% পর্যন্ত ডিসকাউন্ট।
normal,আজ বৃষ্টি হচ্ছে। ক্লাস বাতিল হয়েছে কিনা জানো?,Bengali,আজ বৃষ্টি হচ্ছে। ক্লাস বাতিল হয়েছে কিনা জানো?
promo,Special offer: 20% discount on all kids' clothing.,English,Special offer: 20% discount on all kids' clothing.
smish,জনতা ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: +8801816566678,Bengali,জনতা ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: [PHONE]
promo,"Singer Plus home appliances rental! Refrigerator, TV, AC monthly rental starting 2500 TK. No down payment!",English,"Singer Plus home appliances rental! Refrigerator, TV, AC monthly rental starting 2500 TK. No down payment!"
promo,10% discount on all cosmetics. This offer is for a limited time.,English,10% discount on all cosmetics. This offer is for a limited time.
normal,"No time, send money to this number: 01729182893.",English,"No time, send money to this number: [PHONE] ."
normal,আমাকে জরুরি কল দিন ০১৭২৪৮৩৯৮৫৬ এই নাম্বারে।,Bengali,আমাকে জরুরি কল দিন [PHONE] এই নাম্বারে।
smish,Your Mutual Trust Bank fixed deposit matured. Withdraw: mutualtrust-fd.com/withdraw,English,Your Mutual Trust Bank fixed deposit matured. Withdraw: [URL]
normal,"ভাইয়া, আমার কম্পিউটার ঠিক আছে এখন। আপনার সাহায্যের জন্য ধন্যবাদ।",Bengali,"ভাইয়া, আমার কম্পিউটার ঠিক আছে এখন। আপনার সাহায্যের জন্য ধন্যবাদ।"
normal,"Your payment is pending 800/- taka, pay quickly.",English,"Your payment is pending 800/- taka, pay quickly."
promo,"Special deal last day, 30GB @300TK, 30 days! Get it today- cutt.ly/jwkuSC76",English,"Special deal last day, 30GB @300TK, 30 days! Get it today- cutt.ly/jwkuSC76"
normal,I can't say anything now.,English,I can't say anything now.
smish,URGENT: electricity bill overdue 15632 TK. Disconnection in 24 hours: urgent-gov.org/pay,English,URGENT: electricity bill overdue 15632 TK. Disconnection in 24 hours: [URL]
smish,"ইমার্জেন্সি নোটিশ! আপনার মোবাইল নম্বর ০১৭১১২২৩৩৪৪ টি একটি আন্তর্জাতিক প্রতারণামূলক চক্রের তালিকায় অন্তর্ভুক্ত হয়েছে। এই নম্বর ব্যবহার করে বিভিন্ন অবৈধ কার্যকলাপের অভিযোগ এসেছে যার মধ্যে রয়েছে অনলাইন জুয়া, সাইবার বুলিং এবং ফ্রড। আপনার নাম পরিষ্কার রাখতে এবং আইনি ঝামেলা এড়াতে পরবর্তী ২৪ ঘন্টার মধ্যে আপনার পরিচয় যাচাই করতে হবে। clear-name-urgent.ga লিংকে গিয়ে সম্পূর্ণ তথ্য দিন।",Bengali,"ইমার্জেন্সি নোটিশ! আপনার মোবাইল নম্বর [PHONE] টি একটি আন্তর্জাতিক প্রতারণামূলক চক্রের তালিকায় অন্তর্ভুক্ত হয়েছে। এই নম্বর ব্যবহার করে বিভিন্ন অবৈধ কার্যকলাপের অভিযোগ এসেছে যার মধ্যে রয়েছে অনলাইন জুয়া, সাইবার বুলিং এবং ফ্রড। আপনার নাম পরিষ্কার রাখতে এবং আইনি ঝামেলা এড়াতে পরবর্তী ২৪ ঘন্টার মধ্যে আপনার পরিচয় যাচাই করতে হবে। clear-name-urgent.ga লিংকে গিয়ে সম্পূর্ণ তথ্য দিন।"
smish,"আপনার সিভি পাস হয়েছে এবং আপনি বাড়ি থেকে আপনার মোবাইল ফোনের মাধ্যমে কাজ করতে পারবেন এবং প্রতিদিন ২,০০০ টাকা পাবেন। এখনই যোগ দিন: wa.me/8801865655560
",Bengali,"আপনার সিভি পাস হয়েছে এবং আপনি বাড়ি থেকে আপনার মোবাইল ফোনের মাধ্যমে কাজ করতে পারবেন এবং প্রতিদিন ২,০০০ টাকা পাবেন। এখনই যোগ দিন: wa.me/ [PHONE]"
promo,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC",Bengali,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC"
smish,Unknown transaction detected in your bank account. Click here for details: [http://bit.ly/UnknownTxn](http://bit.ly/UnknownTxn),English,Unknown transaction detected in your bank account. Click here for details: [ [URL]
smish,বিনামূল্যে ক্রিপ্টো পাওয়ার সুযোগ! এখানে ক্লিক করুন: http://bit.ly/FreeCrypto,Bengali,বিনামূল্যে ক্রিপ্টো পাওয়ার সুযোগ! এখানে ক্লিক করুন: [URL]
smish,"সোনালী ব্যাংক জানাচ্ছে, আপনার কার্ড ব্লক হয়ে যাবে যদি ১২ ঘণ্টার মধ্যে তথ্য আপডেট না করেন। ভিজিট করুন: sonali-update.net।",Bengali,"সোনালী ব্যাংক জানাচ্ছে, আপনার কার্ড ব্লক হয়ে যাবে যদি ১২ ঘণ্টার মধ্যে তথ্য আপডেট না করেন। ভিজিট করুন: [URL]"
smish,"100% guaranteed job opportunity abroad. No fee, just need your passport and educational qualifications. Contact: 01867546389",English,"100% guaranteed job opportunity abroad. No fee, just need your passport and educational qualifications. Contact: [PHONE]"
promo,car loan membership offer! Annual fee only 2753 TK. Benefits: priority support!,English,car loan membership offer! Annual fee only 2753 TK. Benefits: priority support!
promo,Recruitment is ongoing for Officer Cadet positions in Bangladesh Navy. Visit: www.joinnavy.navy.mil.bd,English,Recruitment is ongoing for Officer Cadet positions in Bangladesh Navy. Visit: [URL]
normal,আজকে কি করছো?,Bengali,আজকে কি করছো?
smish,Your passport application rejected. Resubmit with 1500 TK fee: passport-resubmit.bd/urgent,English,Your passport application rejected. Resubmit with 1500 TK fee: [URL]
smish,"৮,০০০ টাকা বিনিয়োগে ২৪,০০০ টাকা পান! কল করুন: +8801919900112",Bengali,"৮,০০০ টাকা বিনিয়োগে ২৪,০০০ টাকা পান! কল করুন: [PHONE]"
smish,You won 6 vori gold! Call for details: +8801716566678,English,You won 6 vori gold! Call for details: [PHONE]
normal,শুভ হোলি!,Bengali,শুভ হোলি!
normal,আজ খুব ঠাণ্ডা হচ্ছে।,Bengali,আজ খুব ঠাণ্ডা হচ্ছে।
normal,শুভ সকাল!,Bengali,শুভ সকাল!
promo,"Winter clothing sale! Up to 60% off on jackets, sweaters. Aarong stores nationwide. Limited time!",English,"Winter clothing sale! Up to 60% off on jackets, sweaters. Aarong stores nationwide. Limited time!"
promo,"Shop for Durga Puja with 25% discount, until October 25. 01713199270",English,"Shop for Durga Puja with 25% discount, until October 25. [PHONE]"
promo,সবার পছন্দের বার্গার নিয়ে বার্গার কিং এখন ধানমন্ডি ২৭ এ। দেরি না করে আকর্ষনীয় সব অফার উপভোগ করতে চলে আসুন বার্গার কিং এ। হোম ডেলিভারি পেতে কল করুন ১৬৬০৬,Bengali,সবার পছন্দের বার্গার নিয়ে বার্গার কিং এখন ধানমন্ডি ২৭ এ। দেরি না করে আকর্ষনীয় সব অফার উপভোগ করতে চলে আসুন বার্গার কিং এ। হোম ডেলিভারি পেতে কল করুন ১৬৬০৬
smish,You missed your credit card bill payment. Click here to pay: http://bit.ly/PayBill,English,You missed your credit card bill payment. Click here to pay: [URL]
smish,Call to verify your account +8801813344556,English,Call to verify your account [PHONE]
smish,Your bank account notifications are not being received. Please click here: http://bit.ly/UpdateNotify,English,Your bank account notifications are not being received. Please click here: [URL]
normal,০১৬৭২৫৮২৯৭৮ এই নাম্বারে রকেটে ২০০ টাকা পাঠান।,Bengali,[PHONE] এই নাম্বারে রকেটে ২০০ টাকা পাঠান।
smish,Your property ownership documents forged. Authenticate with 22000 TK: property-auth.bd/urgent,English,Your property ownership documents forged. Authenticate with 22000 TK: [URL]
normal,আজ বিকেলে জ্যামে এক ঘণ্টা বসে ছিলাম। ঢাকার রাস্তার অবস্থা আরও খারাপ হচ্ছে।,Bengali,আজ বিকেলে জ্যামে এক ঘণ্টা বসে ছিলাম। ঢাকার রাস্তার অবস্থা আরও খারাপ হচ্ছে।
normal,এই যাত্রার জন্য বাড়িতে আসতে চাই।,Bengali,এই যাত্রার জন্য বাড়িতে আসতে চাই।
promo,"সিস্টেম আপগ্রেডেশনের জন্য ৩ অক্টোবর রাত ১২:০১মিনিট থেকে সকাল ৮টা পর্যন্ত,স্কিটো সিমের সকল সেবা বন্ধ থাকবে। বিস্তারিত: cutt.ly/TwvBT4wH",Bengali,"সিস্টেম আপগ্রেডেশনের জন্য ৩ অক্টোবর রাত ১২:০১মিনিট থেকে সকাল ৮টা পর্যন্ত,স্কিটো সিমের সকল সেবা বন্ধ থাকবে। বিস্তারিত: cutt.ly/TwvBT4wH"
normal,Send 500 TK to this number 01927283871 via Rocket.,English,Send 500 TK to this number [PHONE] via Rocket.
promo,"Robi App দিয়ে বিল পরিশোধে ৫% ক্যাশব্যাক, সর্বোচ্চ ১০০ টাকা।",Bengali,"Robi App দিয়ে বিল পরিশোধে ৫% ক্যাশব্যাক, সর্বোচ্চ ১০০ টাকা।"
promo,"Robi গ্রাহকগণ, মাসিক প্যাক ৬০জিবি মাত্র ৫৯৯ টাকা। ডায়াল করুন *123*599#।",Bengali,"Robi গ্রাহকগণ, মাসিক প্যাক ৬০জিবি মাত্র ৫৯৯ টাকা। ডায়াল করুন *123*599#।"
smish,"Hello, my name is Aliye. Sorry to bother you. I am calling from the Human Resources Department of Amazon.com. Can I take a few minutes of your time? 2:30 PM Our company is happy to offer you a part-time job that you can do in your free time, so we need to hire a large number of associate workers (no fee and no investment). This job is easy and flexible and will not interfere with your current job in any way. Later you can easily earn 300-1200 taka in just 5-10 minutes daily. Are you interested in this job?",English,"Hello, my name is Aliye. Sorry to bother you. I am calling from the Human Resources Department of [URL] Can I take a few minutes of your time? 2:30 PM Our company is happy to offer you a part-time job that you can do in your free time, so we need to hire a large number of associate workers (no fee and no investment). This job is easy and flexible and will not interfere with your current job in any way. Later you can easily earn 300-1200 taka in just 5-10 minutes daily. Are you interested in this job?"
smish,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে কল করুন: +8801711234567,Bengali,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে কল করুন: [PHONE]
normal,Are you going to watch a movie today?,English,Are you going to watch a movie today?
normal,"আপনার প্যাকেজের ডেলিভারি আজ হবে, ০১৯৮৭৬৫৪৩২১ এই নাম্বারে কল করুন আরও তথ্যের জন্য।",Bengali,"আপনার প্যাকেজের ডেলিভারি আজ হবে, [PHONE] এই নাম্বারে কল করুন আরও তথ্যের জন্য।"
smish,"জনতা ব্যাংক থেকে ২,০০০ টাকা পুরস্কার জিতেছেন! কল করুন: +8801714455667",Bengali,"জনতা ব্যাংক থেকে ২,০০০ টাকা পুরস্কার জিতেছেন! কল করুন: [PHONE]"
