label,text,source,text_clean,has_url,has_phone
smish,Bangladesh Bank account blocked. Click here to reactivate: https://wa.me/8801911011123,English,Bangladesh Bank account blocked. Click here to reactivate: [URL],True,False
smish,"https://t.me/Referincomebd4536_bot?start=r05228152535
যারা ফ্রি ইনকাম করতে চান তাড়া এই রেফার এর মাধ্যমে করতে পারেন✅",Bengali,[URL] যারা ফ্রি ইনকাম করতে চান তাড়া এই রেফার এর মাধ্যমে করতে পারেন✅,True,False
smish,আপনার payment টি process করতে আমাদের আপনার information প্রয়োজন। এখানে click করুন: [paymentverify.com/VerifyBD],CodeMix,আপনার payment টি process করতে আমাদের আপনার information প্রয়োজন। এখানে click করুন: [URL],True,False
smish,"Hot wallet token has given 1 token $5.00. Those who want to earn more in less time, join now Link: https://t.me/herewalletbot/app?startapp=12940707",English,"Hot wallet token has given 1 token $5.00. Those who want to earn more in less time, join now Link: [URL]",True,False
smish,"English Premier League e baji dhorun ebong 50,000 taka jitun. Shuru korun: phlebolog.com.ua/libraries/joomla/results.php",Banglish,"English Premier League e baji dhorun ebong 50,000 taka jitun. Shuru korun: [URL]",True,False
smish,Apnar credit card-er niraptota nishchito korte ekhane click korun: http://bit.ly/SecureCard,Banglish,Apnar credit card-er niraptota nishchito korte ekhane click korun: [URL],True,False
smish,"Court summons issued for unpaid loan. Avoid arrest, settle 85000 TK: court-settlement.bd/urgent",English,"Court summons issued for unpaid loan. Avoid arrest, settle 85000 TK: [URL]",True,False
smish,https://t.me/darazbotpay_bot?start=r05257773745 একটা রেফার করলে 200 টাকা 25 টা রেফার করলেই টাকা তুলতে পারবেন তো আর দেরি না করে এখনি টেলিগ্রাম  এ গিয়ে start কইরা দেন সবাই😊🫶,Bengali,[URL] একটা রেফার করলে 200 টাকা 25 টা রেফার করলেই টাকা তুলতে পারবেন তো আর দেরি না করে এখনি টেলিগ্রাম এ গিয়ে start কইরা দেন সবাই😊🫶,True,False
smish,আপনার সোনালী ব্যাংক কার্ডের তথ্য যাচাই না করলে ব্লক হবে। যাচাই করতে www.sonali-verify24.com ভিজিট করুন।,Bengali,আপনার সোনালী ব্যাংক কার্ডের তথ্য যাচাই না করলে ব্লক হবে। যাচাই করতে [URL] ভিজিট করুন।,True,False
smish,আপনার BKash account এ unusual transaction detect হয়েছে। Immediate verify করুন http://bkash-alert.com,CodeMix,আপনার BKash account এ unusual transaction detect হয়েছে। Immediate verify করুন [URL],True,False
smish,https://t.me/Referincomebd4536_bot?start=r04697367725 Free abaro ashlo apnader majhe notun ekta income bot jeta proti refer e dichhe 75 taka kore tai ar deri na kore kaje lege porun ☺️🫰,Banglish,[URL] Free abaro ashlo apnader majhe notun ekta income bot jeta proti refer e dichhe 75 taka kore tai ar deri na kore kaje lege porun ☺️🫰,True,False
smish,"URGENT: আপনার BRAC Bank account এ ২০,০০০ TK unauthorized withdrawal detect হয়েছে। Verify করতে click করুন http://bracsecurebd.com এবং OTP 4532 submit করুন।",CodeMix,"URGENT: আপনার BRAC Bank account এ ২০,০০০ TK unauthorized withdrawal detect হয়েছে। Verify করতে click করুন [URL] এবং OTP 4532 submit করুন।",True,False
smish,Earn money https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de,English,Earn money [URL],True,False
smish,আপনি recent prize জিতেছেন! Claim now at http://win-tk.net,CodeMix,আপনি recent prize জিতেছেন! Claim now at [URL],True,False
smish,Bangladesh Bank থেকে urgent message। বিস্তারিত জানতে এখানে click করুন: https://wa.me/8801916677889,CodeMix,Bangladesh Bank থেকে urgent message। বিস্তারিত জানতে এখানে click করুন: [URL],True,False
smish,Bet on BPL and win a free vacation for 7 days. Click: super1000.info/docs,English,Bet on BPL and win a free vacation for 7 days. Click: [URL],True,False
smish,ALERT: Suspicious activity on your Rocket account. Verify now: rocket-security.com Code: RK7732,English,ALERT: Suspicious activity on your Rocket account. Verify now: [URL] Code: RK7732,True,False
smish,sonali bank account e truTi dekha diyechhe. joruri bhitore bistarito jante ekhane click korun: https://wa.me/8801819876543,Banglish,sonali bank account e truTi dekha diyechhe. joruri bhitore bistarito jante ekhane click korun: [URL],True,False
smish,"Bet on the European Championship and win TK 5,000 cashback. Start: super1000.info/docs",English,"Bet on the European Championship and win TK 5,000 cashback. Start: [URL]",True,False
smish,URGENT: আপনার bKash account temporary block হয়েছে। Reactivate করতে click করুন http://bkashtk-verify.com এবং OTP code 4521 submit করুন।,CodeMix,URGENT: আপনার bKash account temporary block হয়েছে। Reactivate করতে click করুন [URL] এবং OTP code 4521 submit করুন।,True,False
smish,Mashrafeer sathe free dinner korar sujog pete casino-te baji dhorun. Shuru korun: promusic.co/components/interbank.com/,Banglish,Mashrafeer sathe free dinner korar sujog pete casino-te baji dhorun. Shuru korun: [URL],True,False
smish,Your mobile tower shows radiation violation. Health clearance fee 2800 TK: tower-health.bd/pay,English,Your mobile tower shows radiation violation. Health clearance fee 2800 TK: [URL],True,False
smish,Your Uber driver license suspended! Verify documents: uber-driver-bd.org,Banglish,Your Uber driver license suspended! Verify documents: [URL],True,False
smish,Update your bank card immediately. Click here: [bankcardupdate.com/UpdateBD],English,Update your bank card immediately. Click here: [URL],True,False
smish,মাশরাফির সাথে dinner করার সুযোগ পেতে casino-তে বাজি ধরুন। click করুন: promusic.co/components/interbank.com/,CodeMix,মাশরাফির সাথে dinner করার সুযোগ পেতে casino-তে বাজি ধরুন। click করুন: [URL],True,False
smish,"To increase credit card limit, click here: [creditcardincrease.com/LimitBD]",CodeMix,"To increase credit card limit, click here: [URL]",True,False
smish,আপনার ব্যাংক অ্যাকাউন্টের নিরাপত্তার জন্য লগইন করুন: [bankverify.net/LoginBD],Bengali,আপনার ব্যাংক অ্যাকাউন্টের নিরাপত্তার জন্য লগইন করুন: [URL],True,False
smish,Your Islamic Bank account shows unusual activity. Verify: islamibank-help.com immediately,English,Your Islamic Bank account shows unusual activity. Verify: [URL] immediately,True,False
smish,Bet at the casino and win a free iPhone! Join: super1000.info/docs,English,Bet at the casino and win a free iPhone! Join: [URL],True,False
smish,আপনার password-টি reset করতে হবে। এখানে click করুন: [passwordupdate.org/ResetBD],CodeMix,আপনার password-টি reset করতে হবে। এখানে click করুন: [URL],True,False
smish,Your property ownership disputed. Legal fee 42183 TK: urgent-bd.org/pay,English,Your property ownership disputed. Legal fee 42183 TK: [URL],True,False
smish,Change your password immediately. Click here: [passwordchange.com/ChangeBD],English,Change your password immediately. Click here: [URL],True,False
smish,"On the occasion of Eid, BRAC Bank is giving 1000 taka bonus to everyone's bKash account. I just put my number on bKash website and took the money. If you haven't received it yet, enter the link below, give your bKash number and you will immediately get 1000 taka. Link: https://bit.ly/bKash_1000",English,"On the occasion of Eid, BRAC Bank is giving 1000 taka bonus to everyone's bKash account. I just put my number on bKash website and took the money. If you haven't received it yet, enter the link below, give your bKash number and you will immediately get 1000 taka. Link: [URL]",True,False
smish,Apnar email account e shomoshya hoyeche. Shurokhar jonno ekhane click korun: [emailsecure.org/FixBD],Banglish,Apnar email account e shomoshya hoyeche. Shurokhar jonno ekhane click korun: [URL],True,False
smish,"Bet at the casino today and get a chance to win 10,000 taka! Join now: smilesvoegol.servebbs.org/voegol.php",English,"Bet at the casino today and get a chance to win 10,000 taka! Join now: [URL]",True,False
smish,Update your Sonali Bank account here: https://wa.me/8801812122234,English,Update your Sonali Bank account here: [URL],True,False
smish,Chance to win iPhone 15! Play quiz and win now. Click: https://cutt.ly/jeo;,English,Chance to win iPhone 15! Play quiz and win now. Click: [URL],True,False
smish,Fake medical alert: Apnar blood report abnormal detect hoyeche. Doctor consult korte ekhuni apnar NID and DOB send korun med-alert@bdsecure.net. Na korle appointment cancel hobe.,Banglish,Fake medical alert: Apnar blood report abnormal detect hoyeche. Doctor consult korte ekhuni apnar NID and DOB send korun [URL] Na korle appointment cancel hobe.,True,False
smish,"https://t.me/Perfect_Money_Wallet_Pro_bot?start=r03883431946
দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ",Bengali,[URL] দিনে ২০০-৩০০ টাকা ইনকাম করা খুবই সহজ,True,False
smish,গ্রামীণফোন অ্যাপ লগইন ব্যর্থ হয়েছে। এখনই gp-appreset.net এ লগইন করে আপনার পাসওয়ার্ড রিসেট করুন। অন্যথায় ২৪ ঘণ্টার মধ্যে অ্যাকাউন্ট সাসপেন্ড হবে।,Bengali,গ্রামীণফোন অ্যাপ লগইন ব্যর্থ হয়েছে। এখনই [URL] এ লগইন করে আপনার পাসওয়ার্ড রিসেট করুন। অন্যথায় ২৪ ঘণ্টার মধ্যে অ্যাকাউন্ট সাসপেন্ড হবে।,True,False
smish,Islami Bank Bangladesh dicche Eid upolokkhe gift voucher o bishal offer bistarito nicher link-e https://bjmltcyj.prescriptiondome.top/12acdFRHQ1QBeQYFaFMrInxbWQlvWCRyW0ZWbzEUBAIkCAAZVDkbGyVcLDFLVF8NGyc1cUwTTQVBXhUndyBoPDwVJFI-Kw&p=uexjms&_mi1710919302243,Banglish,Islami Bank Bangladesh dicche Eid upolokkhe gift voucher o bishal offer bistarito nicher link-e [URL],True,False
smish,Your Eastern Bank savings account frozen due to suspicious activity. Unfreeze with fee 27139 TK: urgent-bd.org/verify,English,Your Eastern Bank savings account frozen due to suspicious activity. Unfreeze with fee 27139 TK: [URL],True,False
smish,Your identity needs to be verified. Click here: [secureidentity.com/VerifyBD],English,Your identity needs to be verified. Click here: [URL],True,False
smish,Rocket account verification er jonne apnar NID number pathan ei email e: rockethelpdesk@gmail.com,Banglish,Rocket account verification er jonne apnar NID number pathan ei email e: [URL],True,False
smish,IFIC Bank alert: Apnar credit card suspicious activity detect hoyeche. Account protect korte login korun ekhuni: ificbank-secure.org. Failure hole apnar card deactivate hoye jabe ar taka withdraw hoye jabe.,Banglish,IFIC Bank alert: Apnar credit card suspicious activity detect hoyeche. Account protect korte login korun ekhuni: [URL] Failure hole apnar card deactivate hoye jabe ar taka withdraw hoye jabe.,True,False
smish,"You won a 5,000 TK prize from Janata Bank! Click here for details: https://t.me/JanataCashPrizeBot",English,"You won a 5,000 TK prize from Janata Bank! Click here for details: [URL]",True,False
smish,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য এখানে ক্লিক করুন: https://wa.me/8801715566778,Bengali,bKash অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। দ্রুত সমাধানের জন্য এখানে ক্লিক করুন: [URL],True,False
smish,Earn money from mobile at home! Click once to know details: https://refer.mslgames.com/YfrcqEcoToos53HN7,English,Earn money from mobile at home! Click once to know details: [URL],True,False
smish,"আপনি Grameenphone থেকে 5G router জেতার জন্য selected হয়েছেন। Your winning code হলো GPWIN345। To claim, এই site visit করুন: http://gp-offer-claims.net",CodeMix,"আপনি Grameenphone থেকে 5G router জেতার জন্য selected হয়েছেন। Your winning code হলো GPWIN345। To claim, এই site visit করুন: [URL]",True,False
smish,"সোনালী ব্যাংক থেকে বার্তা: আপনার অ্যাকাউন্টে ১,০০,০০০ টাকার লেনদেন চেষ্টা ব্যর্থ হয়েছে। নিরাপত্তার জন্য এখনই sonali-secure24.com এ গিয়ে আপনার পাসওয়ার্ড আপডেট করুন। দেরি করবেন না।",Bengali,"সোনালী ব্যাংক থেকে বার্তা: আপনার অ্যাকাউন্টে ১,০০,০০০ টাকার লেনদেন চেষ্টা ব্যর্থ হয়েছে। নিরাপত্তার জন্য এখনই [URL] এ গিয়ে আপনার পাসওয়ার্ড আপডেট করুন। দেরি করবেন না।",True,False
smish,Nagad account block হয়েছে। পুনরায় চালু করতে এখানে click করুন: https://t.me/NagadActivateBot2,CodeMix,Nagad account block হয়েছে। পুনরায় চালু করতে এখানে click করুন: [URL],True,False
smish,ekTi notun bike jetar sujog! amader joroge ongshogrohon korun www.face3b00kurl.com-e.,Banglish,ekTi notun bike jetar sujog! amader joroge ongshogrohon korun [URL],True,False
smish,Daily 200-300 TK income এর easy way! Click here: https://t.me/DailyEarn_Money_bot?start=r06862137946,CodeMix,Daily 200-300 TK income এর easy way! Click here: [URL],True,False
smish,Assalamualaikum! আপনি কি বাড়িতে বসে কোন টাকা investment না করে টাকা income করতে চান? তাহলে আমাদের bot-এ কাজ করুন। আমাদের bot-এ আপনি কোন investment ছাড়া income করতে পারবেন Bot Link :- https://t.me/free_online_income_24bot,CodeMix,Assalamualaikum! আপনি কি বাড়িতে বসে কোন টাকা investment না করে টাকা income করতে চান? তাহলে আমাদের bot-এ কাজ করুন। আমাদের bot-এ আপনি কোন investment ছাড়া income করতে পারবেন Bot Link :- [URL],True,False
smish,আইপিএল স্পেশাল অফার! আজই বেটিং শুরু করুন এবং একটি ফ্রি স্মার্টফোন জিতুন: phlebolog.com.ua/libraries/joomla/results.php,Bengali,আইপিএল স্পেশাল অফার! আজই বেটিং শুরু করুন এবং একটি ফ্রি স্মার্টফোন জিতুন: [URL],True,False
smish,Flash sale! Get up to 70% off on Daraz for the next 24 hours. Click here to claim your discount: https://Daraz.com/7ty,English,Flash sale! Get up to 70% off on Daraz for the next 24 hours. Click here to claim your discount: [URL],True,False
smish,"ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং ৫,০০০ টাকা ক্যাশব্যাক জিতুন। শুরু করুন: super1000.info/docs",Bengali,"ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং ৫,০০০ টাকা ক্যাশব্যাক জিতুন। শুরু করুন: [URL]",True,False
smish,apnar bank account er nirapottar jonno login korun: [bankverify.org/LoginBD],Banglish,apnar bank account er nirapottar jonno login korun: [URL],True,False
smish,Janata Bank account update করতে এখানে click করুন: https://t.me/JanataUpdateBot5,CodeMix,Janata Bank account update করতে এখানে click করুন: [URL],True,False
smish,ক্যাসিনোতে বেট করুন এবং একটি ফ্রি হোটেল বুকিং জিতুন! আজই ক্লিক করুন: phlebolog.com.ua/libraries/joomla/results.php,Bengali,ক্যাসিনোতে বেট করুন এবং একটি ফ্রি হোটেল বুকিং জিতুন! আজই ক্লিক করুন: [URL],True,False
smish,Bangladesh Bank notice: Apnar NID er details mismatch hoyeche banking system e. Please update now at www.bb-updateform.org. Na korle sob account freeze hobe.,Banglish,Bangladesh Bank notice: Apnar NID er details mismatch hoyeche banking system e. Please update now at [URL] Na korle sob account freeze hobe.,True,False
smish,bKash account-এ error দেখা দিয়েছে। দ্রুত solution-এর জন্য এখানে click করুন: https://wa.me/8801715566778,CodeMix,bKash account-এ error দেখা দিয়েছে। দ্রুত solution-এর জন্য এখানে click করুন: [URL],True,False
smish,Login here to secure your account: \[accountsecure.net/LoginBD],English,Login here to secure your account: [URL],True,False
smish,English Premier League e baji dhorun ar 1 koti taka jitun. Shuru korun: smilesvoegol.servebbs.org/voegol.php,Banglish,English Premier League e baji dhorun ar 1 koti taka jitun. Shuru korun: [URL],True,False
smish,আপনার বিকাশ অ্যাকাউন্ট থেকে টাকা উত্তোলনের অনুরোধ এসেছে। যদি আপনি না করেন তবে সাথে সাথে cancel করুন: bkash-alerts.com।,Bengali,আপনার বিকাশ অ্যাকাউন্ট থেকে টাকা উত্তোলনের অনুরোধ এসেছে। যদি আপনি না করেন তবে সাথে সাথে cancel করুন: [URL],True,False
smish,Bet at casino today and win a free trip! Join: smilesvoegol.servebbs.org/voegol.php,English,Bet at casino today and win a free trip! Join: [URL],True,False
smish,"""Priyo grahok, apnar internet porisheba bondho hote cholechhe. Punoray chalu korte ekhane click korun: www.face3b00kisp.com""",Banglish,"""Priyo grahok, apnar internet porisheba bondho hote cholechhe. Punoray chalu korte ekhane click korun: [URL]",True,False
smish,"ইংলিশ প্রিমিয়ার লিগে বাজি ধরুন এবং ৫০,০০০ টাকা জিতুন। শুরু করুন: phlebolog.com.ua/libraries/joomla/results.php",Bengali,"ইংলিশ প্রিমিয়ার লিগে বাজি ধরুন এবং ৫০,০০০ টাকা জিতুন। শুরু করুন: [URL]",True,False
smish,"আজই ক্যাসিনোতে বাজি ধরুন এবং ১০,০০০ টাকা জেতার সুযোগ পান! এখনই যোগ দিন: smilesvoegol.servebbs.org/voegol.php",Bengali,"আজই ক্যাসিনোতে বাজি ধরুন এবং ১০,০০০ টাকা জেতার সুযোগ পান! এখনই যোগ দিন: [URL]",True,False
smish,Bet on IPL today to get a chance to spend a day with Shakib. Start now: ebayisapidlld.altervista.org/,English,Bet on IPL today to get a chance to spend a day with Shakib. Start now: [URL],True,False
smish,"bKash account e 10,000 taka joma hoyeche. Bistareet jante ekhane click korun: https://wa.me/8801711011123",Banglish,"bKash account e 10,000 taka joma hoyeche. Bistareet jante ekhane click korun: [URL]",True,False
smish,আপনার mobile number verify করতে এখানে click করুন: [mobileverify.com/VerifyBD],CodeMix,আপনার mobile number verify করতে এখানে click করুন: [URL],True,False
smish,Shakib এর sign করা gloves জিততে IPL এ bet ধরুন। এখনই click করুন: promusic.co/components/interbank.com/,CodeMix,Shakib এর sign করা gloves জিততে IPL এ bet ধরুন। এখনই click করুন: [URL],True,False
smish,Janata Bank account-এর information update করুন। বিস্তারিত জানতে এখানে click করুন: https://t.me/JanataUpdateBot,CodeMix,Janata Bank account-এর information update করুন। বিস্তারিত জানতে এখানে click করুন: [URL],True,False
smish,আপনার অ্যাকাউন্ট সুরক্ষার জন্য এখানে লগইন করুন: [accountsecure.net/LoginBD],Bengali,আপনার অ্যাকাউন্ট সুরক্ষার জন্য এখানে লগইন করুন: [URL],True,False
smish,"সতর্কতা! আপনার Nagad account এ unauthorized login attempt হয়েছে। যদি এটা আপনার কাজ না হয়, reset করুন password এখনই http://nagadverify.com",CodeMix,"সতর্কতা! আপনার Nagad account এ unauthorized login attempt হয়েছে। যদি এটা আপনার কাজ না হয়, reset করুন password এখনই [URL]",True,False
smish,আপনার Nagad account suspend হতে পারে। Confirm now http://nagad-verify.tk,CodeMix,আপনার Nagad account suspend হতে পারে। Confirm now [URL],True,False
smish,Bank audit found irregularities in your account. Clear audit 15500 TK: bank-audit.bd/clear Account: AU8832,English,Bank audit found irregularities in your account. Clear audit 15500 TK: [URL] Account: AU8832,True,False
smish,Bet at casino and win a free car! Join today: phlebolog.com.ua/libraries/joomla/results.php,English,Bet at casino and win a free car! Join today: [URL],True,False
smish,সতর্কতা! Robi number ০১৮XXXXXX unauthorized call detect হয়েছে। Check now at http://robi-securealert.com এবং reference 4829 submit করুন,CodeMix,সতর্কতা! Robi number ০১৮XX unauthorized call detect হয়েছে। Check now at [URL] এবং reference 4829 submit করুন,True,False
smish,Apnar credit card block kora hoyeche. Punoray chalito korte ekhane click korun: http://bit.ly/UnblockCard,Banglish,Apnar credit card block kora hoyeche. Punoray chalito korte ekhane click korun: [URL],True,False
smish,Electricity board: Apnar prepaid meter e overcharge detect hoyeche. Refund pete ekhuni apnar card info submit korun ebrefunds.net. Delay hole refund expire hobe.,Banglish,Electricity board: Apnar prepaid meter e overcharge detect hoyeche. Refund pete ekhuni apnar card info submit korun [URL] Delay hole refund expire hobe.,True,False
smish,"If you have 3-4 hours free daily, then let me know. I hope I can give you a very good job opportunity. https://t.me/cashgotpaid_98_bot?start=r099778786166",English,"If you have 3-4 hours free daily, then let me know. I hope I can give you a very good job opportunity. [URL]",True,False
smish,"hai priyo, apni bari theke kaj kore protidin 2000 Taka uparjon korte paren. Ei kajti grohon korte, click korun: https://wa.me/8801872825931",Banglish,"hai priyo, apni bari theke kaj kore protidin 2000 Taka uparjon korte paren. Ei kajti grohon korte, click korun: [URL]",True,False
smish,Your land ownership disputed. Legal fee 28376 TK: secure-gov.org/urgent,English,Your land ownership disputed. Legal fee 28376 TK: [URL],True,False
smish,"প্রাপ্ত পরিমাণ 2.221 বিটকয়েন BTC ($18,421 USD) অনুগ্রহ করে লেনদেন নিশ্চিত করুন: http://bit.do/Coinbase432194-53242",Bengali,"প্রাপ্ত পরিমাণ 2.221 বিটকয়েন BTC ($18,421 USD) অনুগ্রহ করে লেনদেন নিশ্চিত করুন: [URL]",True,False
smish,"Ads dekhe daily 200-300 tk income korte chaile join korun https://adswork-bd.com/register?ref=140639 
100% trusted site Free te kaj korte paben",Bengali,Ads dekhe daily 200-300 tk income korte chaile join korun [URL] 100% trusted site Free te kaj korte paben,True,False
smish,Apnar email bakshTi purno. Clear korte ekhane click korun: [emailclean.com/ClearBD],Banglish,Apnar email bakshTi purno. Clear korte ekhane click korun: [URL],True,False
smish,একটি নতুন বাইক জেতার সুযোগ! আমাদের জরিপে অংশগ্রহণ করুন www.face3b00kurl.com-এ।,Bengali,একটি নতুন বাইক জেতার সুযোগ! আমাদের জরিপে অংশগ্রহণ করুন [URL],True,False
smish,ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি আইফোন জিতুন! যোগ দিন: super1000.info/docs,Bengali,ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি আইফোন জিতুন! যোগ দিন: [URL],True,False
smish,Log in immediately to secure your transaction: [securetransaction.com/LoginBD],English,Log in immediately to secure your transaction: [URL],True,False
smish,মাশরাফির সাথে একান্ত সাক্ষাতের সুযোগ পেতে বিপিএলে বাজি ধরুন। যোগ দিন: ebayisapidlld.altervista.org/,Bengali,মাশরাফির সাথে একান্ত সাক্ষাতের সুযোগ পেতে বিপিএলে বাজি ধরুন। যোগ দিন: [URL],True,False
smish,Court order: Property seizure notice. Pay 95000 TK to stop: court-property.bd/urgent Case: CP4829,English,Court order: Property seizure notice. Pay 95000 TK to stop: [URL] Case: CP4829,True,False
smish,Your job application has been approved and daily salary is 3000 taka. Contact information: https://wa.me/8801929757090,English,Your job application has been approved and daily salary is 3000 taka. Contact information: [URL],True,False
smish,Casino-তে bet করুন এবং 100% bonus জিতুন! এখানে start করুন: super1000.info/docs,CodeMix,Casino-তে bet করুন এবং 100% bonus জিতুন! এখানে start করুন: [URL],True,False
smish,"প্রিয় গ্রাহক, আপনার ডাচ্-বাংলা ব্যাংক অ্যাকাউন্টে অস্বাভাবিক লেনদেন শনাক্ত হয়েছে। নিরাপত্তার কারণে অ্যাকাউন্ট ব্লক করা হয়েছে। এখনই www.dbbl-verification-bd.com এ লগইন করে আপনার কার্ড নম্বর ও OTP দিন, না হলে অ্যাকাউন্ট স্থায়ীভাবে বন্ধ হয়ে যাবে।",Bengali,"প্রিয় গ্রাহক, আপনার ডাচ্-বাংলা ব্যাংক অ্যাকাউন্টে অস্বাভাবিক লেনদেন শনাক্ত হয়েছে। নিরাপত্তার কারণে অ্যাকাউন্ট ব্লক করা হয়েছে। এখনই [URL] এ লগইন করে আপনার কার্ড নম্বর ও OTP দিন, না হলে অ্যাকাউন্ট স্থায়ীভাবে বন্ধ হয়ে যাবে।",True,False
smish,"Your Mercantile Bank loan approved for 500,000TK. Claim: mercantilebank-loan.com",English,"Your Mercantile Bank loan approved for 500,000TK. Claim: [URL]",True,False
smish,আপনার রবি ইন্টারনেট সংযোগ ব্লক করা হবে। জরুরি রিচার্জ করতে এই লিঙ্ক ব্যবহার করুন: robitopup-care.online এবং কার্ড নম্বর প্রবেশ করান।,Bengali,আপনার রবি ইন্টারনেট সংযোগ ব্লক করা হবে। জরুরি রিচার্জ করতে এই লিঙ্ক ব্যবহার করুন: [URL] এবং কার্ড নম্বর প্রবেশ করান।,True,False
smish,Bkash cashback: Apnar account e 3000TK cashback pending ache but claim korte ekhuni bkash-cash.net visit korte hobe. Claim chara cashback expire hobe 6hr moddhe.,Banglish,Bkash cashback: Apnar account e 3000TK cashback pending ache but claim korte ekhuni [URL] visit korte hobe. Claim chara cashback expire hobe 6hr moddhe.,True,False
smish,আপনার UCB card unusual transaction detect হয়েছে। Verify করতে visit করুন http://ucbverify.com এবং submit করুন OTP 6392,CodeMix,আপনার UCB card unusual transaction detect হয়েছে। Verify করতে visit করুন [URL] এবং submit করুন OTP 6392,True,False
smish,"ভিডিও বা কলে কথা বলতে চাইলে ক্লিক করুন
https://t.co/EbXRF7TAFA?fbclid=9hIT17itA7iWLnV5aHpMh2SKDK_FREE_TO_WATCH_MY_VIDEOS_ONLY_FOR_TODAY_AND_FREE_LIVE_CAM_DATING_PRIVATE_WITH_ME_PLEASE_JOIN_ME",Bengali,ভিডিও বা কলে কথা বলতে চাইলে ক্লিক করুন [URL],True,False
smish,"Nagad account-e 5,000 TK joma hoyeche. Bistarito jante ekhane click korun: https://t.me/NagadFundsBot",Banglish,"Nagad account-e 5,000 TK joma hoyeche. Bistarito jante ekhane click korun: [URL]",True,False
smish,বিকাশ অ্যাপ হ্যাকের ঝুঁকিতে আছে। আপনার তথ্য রক্ষা করতে এখনই bkash-safelogin.org এ যান এবং পাসওয়ার্ড রিসেট করুন।,Bengali,বিকাশ অ্যাপ হ্যাকের ঝুঁকিতে আছে। আপনার তথ্য রক্ষা করতে এখনই [URL] এ যান এবং পাসওয়ার্ড রিসেট করুন।,True,False
smish,"Ekhoni khelun ebong jite nin 10ti Xiaomi smartphone! druto korun, click: https://cutt.ly/CeoPN2O8",Banglish,"Ekhoni khelun ebong jite nin 10ti Xiaomi smartphone! druto korun, click: [URL]",True,False
smish,"Prapto poriman 2.221 Bitcoin BTC ($18,421 USD) onugroho kore lendenon nishchito korun: http://bit.do/Coinbase432194-53242",Banglish,"Prapto poriman 2.221 Bitcoin BTC ($18,421 USD) onugroho kore lendenon nishchito korun: [URL]",True,False
smish,IPL special offer! Betting shuru korun ebong ekti free laptop jitun. Click korun: super1000.info/docs,Banglish,IPL special offer! Betting shuru korun ebong ekti free laptop jitun. Click korun: [URL],True,False
smish,"https://t.me/Referincomebd4536_bot?start=r09402022185
ঘরে বসে আয়,দিনে ৩০০থেকে ৪০০ টাকা ইনকাম করতে চাইলে
এই লিংকে ক্লিক করে startকরুন ধন্যবাদ ☺️☺️",Bengali,"[URL] ঘরে বসে আয়,দিনে ৩০০থেকে ৪০০ টাকা ইনকাম করতে চাইলে এই লিংকে ক্লিক করে startকরুন ধন্যবাদ ☺️☺️",True,False
smish,আপনাদের job application approve হয়েছে এবং salary প্রতিদিন 3000 টাকা। Contact info: [https://wa.me/8801929757090](https://wa.me/8801929757090),CodeMix,আপনাদের job application approve হয়েছে এবং salary প্রতিদিন 3000 টাকা। Contact info: [ [URL],True,False
smish,Congratulations! You've won 50000 BDT in our lottery. Send your NID copy to claim: lottery.winner.bd/claim,English,Congratulations! You've won 500 BDT in our lottery. Send your NID copy to claim: [URL],True,False
smish,Apnra chakrir abedona monjura hayeche ebam betana protidin 3000 taka. Jogjoger tathyo: https://wa.me/8801929757090,Banglish,Apnra chakrir abedona monjura hayeche ebam betana protidin 3000 taka. Jogjoger tathyo: [URL],True,False
smish,Apni ekta joruri barta peyechen. Eta dekhte ekhane click korun: [urgentmsg.net/MessageBD],Banglish,Apni ekta joruri barta peyechen. Eta dekhte ekhane click korun: [URL],True,False
smish,"২০০ TK free bonus!
৫০০০TK জেতার chance।
https://cutt.ly/JiliG",CodeMix,২০০ TK free bonus! ৫০০০TK জেতার chance। [URL],True,False
smish,"BPL baji dhoro ebong 10,000 taka cashback jitun. Shuru korun: phlebolog.com.ua/libraries/joomla/results.php",Banglish,"BPL baji dhoro ebong 10,000 taka cashback jitun. Shuru korun: [URL]",True,False
smish,Your vehicle registration expired. Renew online with 1200 TK fine: vehicle-reg.bd/renew,English,Your vehicle registration expired. Renew online with 1200 TK fine: [URL],True,False
smish,"https://t.me/Referincomebd4536_bot?start=r05228152535
Those who want to earn free can do it through this referral✅",English,[URL] Those who want to earn free can do it through this referral✅,True,False
