label,text,source,text_clean,stripped,campaign
smish,Your Nagad wallet PIN compromised. Change immediately: nagad-security.bd/reset or lose 85000 TK balance,English,Your Nagad wallet PIN compromised. Change immediately: [URL] or lose 85000 TK balance,Your Nagad wallet PIN compromised. Change immediately:  or lose 85000 TK balance,0.0
smish,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন: [secureverify.com/VerifyBD],Bengali,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন: [URL],আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন:,1.0
smish,"Free mining করে income করুন
[https://t.me/hamster\_koMbat\_bot/start?startapp=kentId6816861581](https://t.me/hamster_koMbat_bot/start?startapp=kentId6816861581)",CodeMix,Free mining করে income করুন [ [URL],Free mining করে income করুন [,8.0
smish,ALERT! Bank Asia online payment fail হয়েছে। Verify now: http://bankasia-securebd.com এবং correct করুন recent transaction,CodeMix,ALERT! Bank Asia online payment fail হয়েছে। Verify now: [URL] এবং correct করুন recent transaction,ALERT! Bank Asia online payment fail হয়েছে। Verify now:  এবং correct করুন recent transaction,10.0
smish,Medicare bill overdue 35000 TK for treatment. Patient discharge blocked: medicare-bill.bd/urgent,English,Medicare bill overdue 35000 TK for treatment. Patient discharge blocked: [URL],Medicare bill overdue 35000 TK for treatment. Patient discharge blocked:,0.0
smish,Emergency medical insurance claim rejected. Appeal with 5500 TK: medical-appeal.bd/urgent Claim: MI4829,English,Emergency medical insurance claim rejected. Appeal with 5500 TK: [URL] Claim: MI4829,Emergency medical insurance claim rejected. Appeal with 5500 TK:  Claim: MI4829,0.0
smish,Assalamualaikum! Can you earn money sitting at home without any money investment? Then work on our Bot. You can earn without any investment on our Bot. Bot Link :- https://t.me/free_online_income_24bot,English,Assalamualaikum! Can you earn money sitting at home without any money investment? Then work on our Bot. You can earn without any investment on our Bot. Bot Link :- [URL],Assalamualaikum! Can you earn money sitting at home without any money investment? Then work on our Bot. You can earn without any investment on our Bot. Bot Link :-,13.0
smish,Urgent message from Bangladesh Bank. Call: +8801911011023,English,Urgent message from Bangladesh Bank. Call: [PHONE],Urgent message from Bangladesh Bank. Call:,12.0
smish,Suspicious activity detected in your account. Login to verify: [secureverify.com/VerifyBD],English,Suspicious activity detected in your account. Login to verify: [URL],Suspicious activity detected in your account. Login to verify:,13.0
smish,"Dear customer, 8990 TK। K Enterprice ds POS/ECOM.Txn# এ 23-02-2020 তারিখে XX কার্ডে txn করা হয়েছে। আপনার দ্বারা করা হয়নি, registered mobile number থেকে এই SMS টি forward করুন। 18604195555",CodeMix,"Dear customer, 8990 TK। K Enterprice ds POS/ECOM.Txn# এ 23-02-2020 তারিখে XX কার্ডে txn করা হয়েছে। আপনার দ্বারা করা হয়নি, registered mobile number থেকে এই SMS টি forward করুন। [PHONE]","Dear customer, 8990 TK। K Enterprice ds POS/ECOM.Txn# এ 23-02-2020 তারিখে XX কার্ডে txn করা হয়েছে। আপনার দ্বারা করা হয়নি, registered mobile number থেকে এই SMS টি forward করুন।",1.0
smish,"DBBL কার্ড ব্যবহারকারী, আপনার ৭০,০০০ টাকা পেমেন্ট অস্বাভাবিক মনে হচ্ছে। যাচাই করতে cancel-dbbltxn.org এ প্রবেশ করুন। ৩০ মিনিটের মধ্যে তথ্য না দিলে কার্ড ব্লক হবে।",Bengali,"DBBL কার্ড ব্যবহারকারী, আপনার ৭০,০০০ টাকা পেমেন্ট অস্বাভাবিক মনে হচ্ছে। যাচাই করতে [URL] এ প্রবেশ করুন। ৩০ মিনিটের মধ্যে তথ্য না দিলে কার্ড ব্লক হবে।","DBBL কার্ড ব্যবহারকারী, আপনার ৭০,০০০ টাকা পেমেন্ট অস্বাভাবিক মনে হচ্ছে। যাচাই করতে  এ প্রবেশ করুন। ৩০ মিনিটের মধ্যে তথ্য না দিলে কার্ড ব্লক হবে।",1.0
smish,"""মেঘের রঙের জন্য স্বাগতম! আসুন আপনার ঘরবসতি সাজিয়ে নেই সহজ কিস্তিতে। অনলাইন অর্ডার দিন এবং সম্ভবত এই মাসের মধ্যে পাওয়ার সুযোগ নিন - ০১৭৪৬৬৩৫৭২৫""",Bengali,"""মেঘের রঙের জন্য স্বাগতম! আসুন আপনার ঘরবসতি সাজিয়ে নেই সহজ কিস্তিতে। অনলাইন অর্ডার দিন এবং সম্ভবত এই মাসের মধ্যে পাওয়ার সুযোগ নিন - [PHONE] ""","""মেঘের রঙের জন্য স্বাগতম! আসুন আপনার ঘরবসতি সাজিয়ে নেই সহজ কিস্তিতে। অনলাইন অর্ডার দিন এবং সম্ভবত এই মাসের মধ্যে পাওয়ার সুযোগ নিন -  """,1.0
smish,"ফ্রিতে মাইনিং করে ইনকাম
https://t.me/hamster_koMbat_bot/start?startapp=kentId6816861581",Bengali,ফ্রিতে মাইনিং করে ইনকাম [URL],ফ্রিতে মাইনিং করে ইনকাম,1.0
smish,Congratulations! আপনি Amazon gift card-এ $1000 জিতেছেন। Claim করতে নীচের link-এ click করুন. bit.ly/45673,CodeMix,Congratulations! আপনি Amazon gift card-এ $1000 জিতেছেন। Claim করতে নীচের link-এ click করুন. bit.ly/45673,Congratulations! আপনি Amazon gift card-এ $1000 জিতেছেন। Claim করতে নীচের link-এ click করুন. bit.ly/45673,1.0
smish,Proti refer e 75 taka sorbonimo 500 taka withdraw korte parben. https://t.me/Referincomebd4536_bot?start=r07921710994,Banglish,Proti refer e 75 taka sorbonimo 500 taka withdraw korte parben. [URL],Proti refer e 75 taka sorbonimo 500 taka withdraw korte parben.,8.0
smish,"Just invest 2,000 TK and 5 minute এর মধ্যে 4,000 TK earn করুন! Call now: +8801714567890",CodeMix,"Just invest 2,000 TK and 5 minute এর মধ্যে 4,000 TK earn করুন! Call now: [PHONE]","Just invest 2,000 TK and 5 minute এর মধ্যে 4,000 TK earn করুন! Call now:",0.0
smish,City Bank ATM suspicious withdrawal detect হয়েছে। Protect করতে visit করুন http://citybank-secure.com এবং validate OTP 7423,CodeMix,City Bank ATM suspicious withdrawal detect হয়েছে। Protect করতে visit করুন [URL] এবং validate OTP 7423,City Bank ATM suspicious withdrawal detect হয়েছে। Protect করতে visit করুন  এবং validate OTP 7423,10.0
smish,Jonota Bank account e shomoshya hoyeche. Call korun: +8801816566678,Banglish,Jonota Bank account e shomoshya hoyeche. Call korun: [PHONE],Jonota Bank account e shomoshya hoyeche. Call korun:,9.0
smish,"To recharge your mobile, call now: +8801812233445",CodeMix,"To recharge your mobile, call now: [PHONE]","To recharge your mobile, call now:",13.0
smish," সুবর্ণ সুযোগ! ঘরে বসে ডাটা এন্ট্রি করে প্রতিদিন ১০০০-২০০০ টাকা আয় করুন। রেজিস্ট্রেশন ফি মাত্র ১০০ টাকা। নাম,বয়স,শহর, জাতীয় পরিচয়পত্র নম্বর সহ যোগাযোগ  whatsapp ৭৬০২২৩৬৩১৭",Bengali,"সুবর্ণ সুযোগ! ঘরে বসে ডাটা এন্ট্রি করে প্রতিদিন ১০০০-২০০০ টাকা আয় করুন। রেজিস্ট্রেশন ফি মাত্র ১০০ টাকা। নাম,বয়স,শহর, জাতীয় পরিচয়পত্র নম্বর সহ যোগাযোগ whatsapp [PHONE]","সুবর্ণ সুযোগ! ঘরে বসে ডাটা এন্ট্রি করে প্রতিদিন ১০০০-২০০০ টাকা আয় করুন। রেজিস্ট্রেশন ফি মাত্র ১০০ টাকা। নাম,বয়স,শহর, জাতীয় পরিচয়পত্র নম্বর সহ যোগাযোগ whatsapp",1.0
smish,বিদেশে education-এর জন্য 100% scholarship। কোন fee নেই। Apply করতে আজই contact করুন। Contact: ০১৫৬৭৫৪৬৩৯০,CodeMix,বিদেশে education-এর জন্য 100% scholarship। কোন fee নেই। Apply করতে আজই contact করুন। Contact: [PHONE],বিদেশে education-এর জন্য 100% scholarship। কোন fee নেই। Apply করতে আজই contact করুন। Contact:,1.0
smish,"আপনার হাতে থাকা ফোন টি দিয়ে
কাজ টি করতে পারবেন আমার টিমে 
।২০ জন বিশ্বস্ত লোক চাই। যারা পড়াশোনা কিংবা চাকরির পাশাপাশি হালাল ভাবে দৈনিক ৫০০/১০০০টাকা ইনকাম করতে পারবেন যারা৷আগ্ররহী  তারা ইনবক্সে আসুন
সব কিছুই শিখিয়ে দেবো কোন সমস্যা নেই ইনশাআল্লাহ",Bengali,আপনার হাতে থাকা ফোন টি দিয়ে কাজ টি করতে পারবেন আমার টিমে ।২০ জন বিশ্বস্ত লোক চাই। যারা পড়াশোনা কিংবা চাকরির পাশাপাশি হালাল ভাবে দৈনিক ৫০০/১০০০টাকা ইনকাম করতে পারবেন যারা৷আগ্ররহী তারা ইনবক্সে আসুন সব কিছুই শিখিয়ে দেবো কোন সমস্যা নেই ইনশাআল্লাহ,আপনার হাতে থাকা ফোন টি দিয়ে কাজ টি করতে পারবেন আমার টিমে ।২০ জন বিশ্বস্ত লোক চাই। যারা পড়াশোনা কিংবা চাকরির পাশাপাশি হালাল ভাবে দৈনিক ৫০০/১০০০টাকা ইনকাম করতে পারবেন যারা৷আগ্ররহী তারা ইনবক্সে আসুন সব কিছুই শিখিয়ে দেবো কোন সমস্যা নেই ইনশাআল্লাহ,1.0
smish,আপনার mobile application update করতে call করুন +8801912233445,CodeMix,আপনার mobile application update করতে call করুন [PHONE],আপনার mobile application update করতে call করুন,12.0
smish,Claim your free prize by following this link: http://bit.ly/sdfsdf678,English,Claim your free prize by following this link: [URL],Claim your free prize by following this link:,13.0
smish,Your NCC Bank debit card cloned. Report fraud: nccbank-fraud.org urgently,English,Your NCC Bank debit card cloned. Report fraud: [URL] urgently,Your NCC Bank debit card cloned. Report fraud:  urgently,13.0
smish,আপনি recent lottery prize জিতেছেন! Claim code 92714 at http://win-tk.com,CodeMix,আপনি recent lottery prize জিতেছেন! Claim code 92714 at [URL],আপনি recent lottery prize জিতেছেন! Claim code 92714 at,1.0
smish,Government police fine 6872 TK for traffic violation. Pay: urgent-bd.bd/urgent,English,Government police fine 6872 TK for traffic violation. Pay: [URL],Government police fine 6872 TK for traffic violation. Pay:,0.0
smish,"https://t.me/darazbotpay_bot?start=r05257773745 One referral gives 200 taka, with 25 referrals you can withdraw money, so don't delay and go to Telegram right now and start everyone😊🫶",English,"[URL] One referral gives 200 taka, with 25 referrals you can withdraw money, so don't delay and go to Telegram right now and start everyone😊🫶","One referral gives 200 taka, with 25 referrals you can withdraw money, so don't delay and go to Telegram right now and start everyone😊🫶",13.0
smish,Congratulations! Dutch-Bangla lottery prize ৩ লাখ TK। Claim করতে visit করুন http://dbbl-lottery.com. Claim code 5721,CodeMix,Congratulations! Dutch-Bangla lottery prize ৩ লাখ TK। Claim করতে visit করুন [URL] Claim code 5721,Congratulations! Dutch-Bangla lottery prize ৩ লাখ TK। Claim করতে visit করুন  Claim code 5721,0.0
smish,Urgent message from Janata Bank. Call: +8801913233345,English,Urgent message from Janata Bank. Call: [PHONE],Urgent message from Janata Bank. Call:,12.0
smish,আপনার লেনদেনটি সম্পূর্ণ করতে এখানে ক্লিক করুন: [transactionverify.com/CompleteBD],Bengali,আপনার লেনদেনটি সম্পূর্ণ করতে এখানে ক্লিক করুন: [URL],আপনার লেনদেনটি সম্পূর্ণ করতে এখানে ক্লিক করুন:,14.0
smish,"bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801713233245",Bengali,"bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: [URL]","bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন:",3.0
smish,"You have passed the job review and will receive TK2,000 daily salary. Contact: https://wa.me/8801726768680",English,"You have passed the job review and will receive TK2,000 daily salary. Contact: [URL]","You have passed the job review and will receive TK2,000 daily salary. Contact:",13.0
smish,"❤️কেউ যদি অনলাইনে কাজ করতে চান এড ফি ছাড়া তাহলে ইনবক্স করুন যতটুকু পাড়ি সাহায্য করমু ইনশাআল্লাহ 🫶🫶🫶

📣💁‍♂️ দিন বদলাচ্ছে নেটওয়ার্ক মার্কেটারদের। 🧑‍💻

❤️‍🔥 এখন বিশ্বে প্রায় ৩২ লক্ষ তরুণ তরুণী   নেটওয়ার্ক মার্কেটিং নিয়ে কাজ করছেন। ঘরে বসেই আয় করেন ডলার। অন্যদেরও সুযোগ করে দিচ্ছেন। 🥀  ইনশাল্লাহ আপনারাও ইনকাম পাবেন  🥀 😊
Free income site link- 
https://www.highcpmgate.com/muigh4ey03?key=beb861fae1d527a916402431ed1e7eb8",Bengali,❤️কেউ যদি অনলাইনে কাজ করতে চান এড ফি ছাড়া তাহলে ইনবক্স করুন যতটুকু পাড়ি সাহায্য করমু ইনশাআল্লাহ 🫶🫶🫶 📣💁‍♂️ দিন বদলাচ্ছে নেটওয়ার্ক মার্কেটারদের। 🧑‍💻 ❤️‍🔥 এখন বিশ্বে প্রায় ৩২ লক্ষ তরুণ তরুণী নেটওয়ার্ক মার্কেটিং নিয়ে কাজ করছেন। ঘরে বসেই আয় করেন ডলার। অন্যদেরও সুযোগ করে দিচ্ছেন। 🥀 ইনশাল্লাহ আপনারাও ইনকাম পাবেন 🥀 😊 Free income site link- [URL],❤️কেউ যদি অনলাইনে কাজ করতে চান এড ফি ছাড়া তাহলে ইনবক্স করুন যতটুকু পাড়ি সাহায্য করমু ইনশাআল্লাহ 🫶🫶🫶 📣💁‍♂️ দিন বদলাচ্ছে নেটওয়ার্ক মার্কেটারদের। 🧑‍💻 ❤️‍🔥 এখন বিশ্বে প্রায় ৩২ লক্ষ তরুণ তরুণী নেটওয়ার্ক মার্কেটিং নিয়ে কাজ করছেন। ঘরে বসেই আয় করেন ডলার। অন্যদেরও সুযোগ করে দিচ্ছেন। 🥀 ইনশাল্লাহ আপনারাও ইনকাম পাবেন 🥀 😊 Free income site link-,1.0
smish,bKash account-এ ত্রুটি দেখা দিয়েছে। দ্রুত solution-এর জন্য call করুন: +8801819900112,CodeMix,bKash account-এ ত্রুটি দেখা দিয়েছে। দ্রুত solution-এর জন্য call করুন: [PHONE],bKash account-এ ত্রুটি দেখা দিয়েছে। দ্রুত solution-এর জন্য call করুন:,12.0
smish,"GP App লগইন ব্যর্থ হয়েছে। আপনার একাউন্ট ব্লক হতে চলেছে। অবিলম্বে gp-update24.org এ লগইন করে আপনার নাম্বার, OTP এবং পিন যাচাই করুন।",Bengali,"GP App লগইন ব্যর্থ হয়েছে। আপনার একাউন্ট ব্লক হতে চলেছে। অবিলম্বে [URL] এ লগইন করে আপনার নাম্বার, OTP এবং পিন যাচাই করুন।","GP App লগইন ব্যর্থ হয়েছে। আপনার একাউন্ট ব্লক হতে চলেছে। অবিলম্বে  এ লগইন করে আপনার নাম্বার, OTP এবং পিন যাচাই করুন।",1.0
smish,Warning! আপনার DBBL account suspicious login detect হয়েছে। Immediate action নিতে click করুন http://dbblverify.com এবং security questions complete করুন।,CodeMix,Warning! আপনার DBBL account suspicious login detect হয়েছে। Immediate action নিতে click করুন [URL] এবং security questions complete করুন।,Warning! আপনার DBBL account suspicious login detect হয়েছে। Immediate action নিতে click করুন  এবং security questions complete করুন।,10.0
smish,Learn how to earn with one click! Earn money from home using mobile: https://refer.mslgames.com/YfrcqEcoToos53HN7,English,Learn how to earn with one click! Earn money from home using mobile: [URL],Learn how to earn with one click! Earn money from home using mobile:,13.0
smish,UPS delivery failed. Reschedule and pay 350 TK fee: ups-bd-delivery.com Package: BD7829473,English,UPS delivery failed. Reschedule and pay 350 TK fee: [URL] Package: BD7829473,UPS delivery failed. Reschedule and pay 350 TK fee:  Package: BD7829473,0.0
smish,Stable job. Salary 1500 BDT/day. Work from home: cutt.ly/U6zMFGQ,English,Stable job. Salary 1500 BDT/day. Work from home: cutt.ly/U6zMFGQ,Stable job. Salary 1500 BDT/day. Work from home: cutt.ly/U6zMFGQ,13.0
smish,আজই casino-তে bet করুন এবং একটি free trip win করুন! Join করুন: smilesvoegol.servebbs.org/voegol.php,CodeMix,আজই casino-তে bet করুন এবং একটি free trip win করুন! Join করুন: [URL],আজই casino-তে bet করুন এবং একটি free trip win করুন! Join করুন:,6.0
smish,100% car loan facility without any down payment. Apply today. Contact: 01867546389,English,100% car loan facility without any down payment. Apply today. Contact: [PHONE],100% car loan facility without any down payment. Apply today. Contact:,13.0
smish,আসসালামুয়ালাইকুম! আপনি কি বারিতে বসে কোন টাকা ইনভেস্ট না কোরে টাকা ইনকাম করতে পারেন? Tahole Amader Bot E Kaj korun. Amader Bot E Apni Kono Investment Chara Income Corte Parben . বট লিঙ্ক:- https://t.me/free_online_income_24bot,Bengali,আসসালামুয়ালাইকুম! আপনি কি বারিতে বসে কোন টাকা ইনভেস্ট না কোরে টাকা ইনকাম করতে পারেন? Tahole Amader Bot E Kaj korun. Amader Bot E Apni Kono Investment Chara Income Corte Parben . বট লিঙ্ক:- [URL],আসসালামুয়ালাইকুম! আপনি কি বারিতে বসে কোন টাকা ইনভেস্ট না কোরে টাকা ইনকাম করতে পারেন? Tahole Amader Bot E Kaj korun. Amader Bot E Apni Kono Investment Chara Income Corte Parben . বট লিঙ্ক:-,8.0
smish,আপনার গ্রামীণফোন ইন্টারনেট প্যাক বাতিল হবে যদি ৩০ মিনিটের মধ্যে পুনরায় রিচার্জ না করেন। তৎক্ষণাৎ রিচার্জ করুন recharge-gp24.com এ।,Bengali,আপনার গ্রামীণফোন ইন্টারনেট প্যাক বাতিল হবে যদি ৩০ মিনিটের মধ্যে পুনরায় রিচার্জ না করেন। তৎক্ষণাৎ রিচার্জ করুন [URL] এ।,আপনার গ্রামীণফোন ইন্টারনেট প্যাক বাতিল হবে যদি ৩০ মিনিটের মধ্যে পুনরায় রিচার্জ না করেন। তৎক্ষণাৎ রিচার্জ করুন  এ।,1.0
smish,"Earn 1,50,000 taka by investing 50,000 taka! Call: +8801717677789",English,"Earn 1,50,000 taka by investing 50,000 taka! Call: [PHONE]","Earn 1,50,000 taka by investing 50,000 taka! Call:",9.0
smish,আপনি ১ ভরি সোনা জিতেছেন! prize নিতে call করুন: +8801819876543,CodeMix,আপনি ১ ভরি সোনা জিতেছেন! prize নিতে call করুন: [PHONE],আপনি ১ ভরি সোনা জিতেছেন! prize নিতে call করুন:,12.0
smish,"আপনার DBBL কার্ড লেনদেন প্রত্যাখ্যাত হয়েছে। পুনরায় অ্যাক্টিভ করতে dbbl-cardupdate.org এ গিয়ে কার্ডের নাম্বার, CVV এবং OTP দিন। না করলে কার্ড বন্ধ হয়ে যাবে।",Bengali,"আপনার DBBL কার্ড লেনদেন প্রত্যাখ্যাত হয়েছে। পুনরায় অ্যাক্টিভ করতে [URL] এ গিয়ে কার্ডের নাম্বার, CVV এবং OTP দিন। না করলে কার্ড বন্ধ হয়ে যাবে।","আপনার DBBL কার্ড লেনদেন প্রত্যাখ্যাত হয়েছে। পুনরায় অ্যাক্টিভ করতে  এ গিয়ে কার্ডের নাম্বার, CVV এবং OTP দিন। না করলে কার্ড বন্ধ হয়ে যাবে।",1.0
smish,Earn online income from home! No training required. Call for details: +91 8927623713,English,Earn online income from home! No training required. Call for details: [PHONE],Earn online income from home! No training required. Call for details:,13.0
smish,"Janata Bank থেকে TK5,000 reward জিতেছেন! বিস্তারিত জানতে click করুন: https://t.me/JanataCashPrizeBot",CodeMix,"Janata Bank থেকে TK5,000 reward জিতেছেন! বিস্তারিত জানতে click করুন: [URL]","Janata Bank থেকে TK5,000 reward জিতেছেন! বিস্তারিত জানতে click করুন:",1.0
smish,1 crore taka has been deposited in your bank account! Call to confirm: +8801914344456,English,1 crore taka has been deposited in your bank account! Call to confirm: [PHONE],1 crore taka has been deposited in your bank account! Call to confirm:,13.0
smish,Janata Bank থেকে important বার্তা। call করুন: +8801715455567,CodeMix,Janata Bank থেকে important বার্তা। call করুন: [PHONE],Janata Bank থেকে important বার্তা। call করুন:,12.0
smish,শুধুমাত্র আপুদের জন্যে😍😍 ঘরে বসেই ফোন এর মাধ্যমে কাজটি করতে পারবেন☺ অযথা fb তে সময় না কাটিয়ে সেই সময়টুকু ব্যবহার করে দৈনিক ২০০ -৪০০ টাকা এবং মাসে ৬০০০-১২০০০ টাকা ইনকাম করতে পারবেন In sha Allah😍,Bengali,শুধুমাত্র আপুদের জন্যে😍😍 ঘরে বসেই ফোন এর মাধ্যমে কাজটি করতে পারবেন☺ অযথা fb তে সময় না কাটিয়ে সেই সময়টুকু ব্যবহার করে দৈনিক ২০০ -৪০০ টাকা এবং মাসে [PHONE] টাকা ইনকাম করতে পারবেন In sha Allah😍,শুধুমাত্র আপুদের জন্যে😍😍 ঘরে বসেই ফোন এর মাধ্যমে কাজটি করতে পারবেন☺ অযথা fb তে সময় না কাটিয়ে সেই সময়টুকু ব্যবহার করে দৈনিক ২০০ -৪০০ টাকা এবং মাসে  টাকা ইনকাম করতে পারবেন In sha Allah😍,1.0
smish,সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801818899001,Bengali,সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: [URL],সোনালী ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন:,14.0
smish,অনলাইনে সার্চ দিন  প্রিয় কেসিনো এবং জিতে নিন হাজার হাজার বোনাস মাত্র কয়েক ঘন্টায়।,Bengali,অনলাইনে সার্চ দিন প্রিয় কেসিনো এবং জিতে নিন হাজার হাজার বোনাস মাত্র কয়েক ঘন্টায়।,অনলাইনে সার্চ দিন প্রিয় কেসিনো এবং জিতে নিন হাজার হাজার বোনাস মাত্র কয়েক ঘন্টায়।,1.0
smish,"Emergency নিয়োগ,  থাকা খাওয়ার facility সহ ৩০,০০০ টাকার salary যোগাযোগ ০১৭২৭৮২৭৮২৬",CodeMix,"Emergency নিয়োগ, থাকা খাওয়ার facility সহ ৩০,০০০ টাকার salary যোগাযোগ [PHONE]","Emergency নিয়োগ, থাকা খাওয়ার facility সহ ৩০,০০০ টাকার salary যোগাযোগ",1.0
smish,শাকিবের সাথে একদিন spend করার সুযোগ পেতে আজই IPL-এ বাজি ধরুন। এখনই start করুন: ebayisapidlld.altervista.org/,CodeMix,শাকিবের সাথে একদিন spend করার সুযোগ পেতে আজই IPL-এ বাজি ধরুন। এখনই start করুন: [URL],শাকিবের সাথে একদিন spend করার সুযোগ পেতে আজই IPL-এ বাজি ধরুন। এখনই start করুন:,1.0
smish,"ফ্রি ইনকাম ।কাজ করতে চাইলে লিংক ক্লিক করে  একাউন্ট করেন ।

https://online-earn.beauty/371606448961",Bengali,ফ্রি ইনকাম ।কাজ করতে চাইলে লিংক ক্লিক করে একাউন্ট করেন । [URL],ফ্রি ইনকাম ।কাজ করতে চাইলে লিংক ক্লিক করে একাউন্ট করেন ।,1.0
smish,"Nagad থেকে ১,০০০ টাকা prize জিতেছেন! Details জানতে এখানে click করুন: https://t.me/NagadPrizeBot",CodeMix,"Nagad থেকে ১,০০০ টাকা prize জিতেছেন! Details জানতে এখানে click করুন: [URL]","Nagad থেকে ১,০০০ টাকা prize জিতেছেন! Details জানতে এখানে click করুন:",3.0
smish,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। যোগ দিন: promusic.co/components/interbank.com/,Bengali,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। যোগ দিন: [URL],মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে বিপিএলে বাজি ধরুন। যোগ দিন:,1.0
smish,আপনার ক্রেডিট কার্ড অ্যাকাউন্ট আপডেট করুন। দয়া করে এখানে ক্লিক করুন: http://bit.ly/CardUpdate,Bengali,আপনার ক্রেডিট কার্ড অ্যাকাউন্ট আপডেট করুন। দয়া করে এখানে ক্লিক করুন: [URL],আপনার ক্রেডিট কার্ড অ্যাকাউন্ট আপডেট করুন। দয়া করে এখানে ক্লিক করুন:,14.0
smish,আপনার ব্যাংক অ্যাকাউন্টে লগইন সমস্যা হচ্ছে? এখানে ক্লিক করুন: http://bit.ly/LoginHelp,Bengali,আপনার ব্যাংক অ্যাকাউন্টে লগইন সমস্যা হচ্ছে? এখানে ক্লিক করুন: [URL],আপনার ব্যাংক অ্যাকাউন্টে লগইন সমস্যা হচ্ছে? এখানে ক্লিক করুন:,14.0
smish,"আপনার বিকাশ নম্বরে ৯,০০০ টাকা পাঠানো হয়েছে। এটি বাতিল করতে এখনই refund-bkash24.com ব্যবহার করুন।",Bengali,"আপনার বিকাশ নম্বরে ৯,০০০ টাকা পাঠানো হয়েছে। এটি বাতিল করতে এখনই [URL] ব্যবহার করুন।","আপনার বিকাশ নম্বরে ৯,০০০ টাকা পাঠানো হয়েছে। এটি বাতিল করতে এখনই  ব্যবহার করুন।",1.0
smish,"Robi গ্রাহক, আপনার সিম যাচাই করা প্রয়োজন। robicare-verify24.org এ লগইন করে নাম, জন্মতারিখ ও OTP দিন। না হলে সিম বন্ধ হবে।",Bengali,"Robi গ্রাহক, আপনার সিম যাচাই করা প্রয়োজন। [URL] এ লগইন করে নাম, জন্মতারিখ ও OTP দিন। না হলে সিম বন্ধ হবে।","Robi গ্রাহক, আপনার সিম যাচাই করা প্রয়োজন।  এ লগইন করে নাম, জন্মতারিখ ও OTP দিন। না হলে সিম বন্ধ হবে।",1.0
smish,"প্রতি refer-এ 75 TK minimum 500 TK withdraw করতে পারবেন। 

https://t.me/Referincomebd4536_bot?start=r07921710994",CodeMix,প্রতি refer-এ 75 TK minimum 500 TK withdraw করতে পারবেন। [URL],প্রতি refer-এ 75 TK minimum 500 TK withdraw করতে পারবেন।,0.0
smish,আপনার UCB card unusual purchase detect হয়েছে। Confirm করতে visit করুন http://ucbverify.com এবং OTP 5843 submit করুন,CodeMix,আপনার UCB card unusual purchase detect হয়েছে। Confirm করতে visit করুন [URL] এবং OTP 5843 submit করুন,আপনার UCB card unusual purchase detect হয়েছে। Confirm করতে visit করুন  এবং OTP 5843 submit করুন,10.0
smish,Police verification failed for passport. Resubmit with 1800 TK: police-passport.bd/resubmit,English,Police verification failed for passport. Resubmit with 1800 TK: [URL],Police verification failed for passport. Resubmit with 1800 TK:,0.0
smish,সতর্কবার্তা: আপনার ইনকাম ট্যাক্স রিটার্ন পেন্ডিং। জমা দিন: file-tax.cf,Bengali,সতর্কবার্তা: আপনার ইনকাম ট্যাক্স রিটার্ন পেন্ডিং। জমা দিন: file-tax.cf,সতর্কবার্তা: আপনার ইনকাম ট্যাক্স রিটার্ন পেন্ডিং। জমা দিন: file-tax.cf,1.0
smish,Secure your account immediately by logging in: [secureaccount.com/LoginBD],English,Secure your account immediately by logging in: [URL],Secure your account immediately by logging in:,13.0
smish,জনতা Bank থেকে urgent message। বিস্তারিত জানতে এখানে click করুন: https://t.me/JanataUrgentBot,CodeMix,জনতা Bank থেকে urgent message। বিস্তারিত জানতে এখানে click করুন: [URL],জনতা Bank থেকে urgent message। বিস্তারিত জানতে এখানে click করুন:,3.0
smish,"ফ্রি ইনকাম daily ১৫০০/-
https://t.me/DailyEarn_Money_bot?start=r09374471604",Bengali,ফ্রি ইনকাম daily ১৫০০/- [URL],ফ্রি ইনকাম daily ১৫০০/-,1.0
smish,DBBL থেকে alert: unauthorized transaction detect হয়েছে। Click http://dbbl-alert.com,CodeMix,DBBL থেকে alert: unauthorized transaction detect হয়েছে। Click [URL],DBBL থেকে alert: unauthorized transaction detect হয়েছে। Click,10.0
