label,text,source,text_clean
smish,"Invest just TK 200 and win up to 200% welcome bonus at Nagad88, you can withdraw any amount.",English,"Invest just TK 200 and win up to 200% welcome bonus at Nagad88, you can withdraw any amount."
normal,What will you do today?,English,What will you do today?
normal,I want to spend time with my family.,English,I want to spend time with my family.
smish,"আপনার BDT 5,000 gift card Aarong থেকে claim করুন। এখনই www.face3b00kurl.com visit করুন।",CodeMix,"আপনার BDT 5,000 gift card Aarong থেকে claim করুন। এখনই [URL] visit করুন।"
promo,"১৬১২২ numberএ call করে অথবা land.gov.bd visit করে ঘরে বসেই landservice গ্রহণ করুন।''-Land মন্ত্রণালয়।""",CodeMix,"১৬১২২ numberএ call করে অথবা [URL] visit করে ঘরে বসেই landservice গ্রহণ করুন।''-Land মন্ত্রণালয়।"""
normal,আপনার day কেমন কাটছে?,CodeMix,আপনার day কেমন কাটছে?
smish,Mushrafir shathe ekdin katanar shujog pete BPL-e baji dharun. Jog din: xini.eu/00Qe,Banglish,Mushrafir shathe ekdin katanar shujog pete BPL-e baji dharun. Jog din: xini.eu/00Qe
normal,01927289372 ei number e call korun.,Banglish,[PHONE] ei number e call korun.
promo,"Ajei shesh din! 40GB(bonus shoho) 500 taka 30din. Dial *121*5049#, mygp.li/mo",Banglish,"Ajei shesh din! 40GB(bonus shoho) 500 taka 30din. Dial *121*5049#, mygp.li/mo"
normal,"Cox’s Bazar trip er plan ready. Hotel book kora hoyeche, bus ticket confirm. Khali tui confirm korle group complete hobe. Please joldi decide kor.",Banglish,"Cox’s Bazar trip er plan ready. Hotel book kora hoyeche, bus ticket confirm. Khali tui confirm korle group complete hobe. Please joldi decide kor."
smish,Call to update your internet package +8801714455667,English,Call to update your internet package [PHONE]
smish,"PLC,LIMITED.

প্রিয় applicant, congratulations!

আপনার CV select হয়েছে। Position এর name - Customer Service/Unit Manager (Dev..) (Part Time / Full Time)। যদি আপনি job এ interested হন তবে অবশ্যই CV এবং passport size এর ৪ copy picture নিয়ে আসতে হবে।

Job location - আপনি Dhaka city এর any branch office select করতে পারবেন।

Interview date - ১৪ November ২০২৩ (১০.০০am - ০৪.০০pm)

Contact address - ১৬৬, Dilkhusha, Motijheel, Dhaka ১০০০।

Details জানার জন্য call করুন: ০১৬১৩৫৮৯১৩৭",CodeMix,"PLC,LIMITED. প্রিয় applicant, congratulations! আপনার CV select হয়েছে। Position এর name - Customer Service/Unit Manager (Dev..) (Part Time / Full Time)। যদি আপনি job এ interested হন তবে অবশ্যই CV এবং passport size এর ৪ copy picture নিয়ে আসতে হবে। Job location - আপনি Dhaka city এর any branch office select করতে পারবেন। Interview date - ১৪ November ২০২৩ (১০.০০am - ০৪.০০pm) Contact address - ১৬৬, Dilkhusha, Motijheel, Dhaka ১০০০। Details জানার জন্য call করুন: [PHONE]"
promo,Green Delta Life Insurance special! Family protection 10 lakh coverage just 12000 TK annually!,English,Green Delta Life Insurance special! Family protection 10 lakh coverage just 12000 TK annually!
smish,Protidin 500-700 taka income korun! Flexiload sim bybohar kore ghore boshe. Bistarito jante inbox korun.,Banglish,Protidin 500-700 taka income korun! Flexiload sim bybohar kore ghore boshe. Bistarito jante inbox korun.
smish,200TK free bonus! Chance to win 5000TK. https://cutt.ly/JiliG,English,200TK free bonus! Chance to win 5000TK. [URL]
normal,আমি কিছু বলতে পারছি না।,CodeMix,আমি কিছু বলতে পারছি না।
smish,"Hot wallet টোকেন দিয়ে দিয়েছে 1 টোকেন $5.00
যারা অল্প সময়ে বেশি ইনকাম করতে চান, এখনই জয়েন করুণ
Link:
https://t.me/herewalletbot/app?startapp=12940707",Bengali,"Hot wallet টোকেন দিয়ে দিয়েছে 1 টোকেন $5.00 যারা অল্প সময়ে বেশি ইনকাম করতে চান, এখনই জয়েন করুণ Link: [URL]"
smish,Your Uber account suspended for fraudulent rides. Restore with verification 3200 TK: uber-restore.bd/verify,English,Your Uber account suspended for fraudulent rides. Restore with verification 3200 TK: [URL]
normal,এখানে অবস্থান করতে চাও?,Bengali,এখানে অবস্থান করতে চাও?
smish,Crypto trading-e boro labh! Ajei shuru korun: http://bit.ly/BigProfit,Banglish,Crypto trading-e boro labh! Ajei shuru korun: [URL]
smish,Fake medical alert: Apnar blood report abnormal detect hoyeche. Doctor consult korte ekhuni apnar NID and DOB send korun med-alert@bdsecure.net. Na korle appointment cancel hobe.,Banglish,Fake medical alert: Apnar blood report abnormal detect hoyeche. Doctor consult korte ekhuni apnar NID and DOB send korun [URL] Na korle appointment cancel hobe.
normal,"Beshi chinta korbo na, shob thik hobe.",Banglish,"Beshi chinta korbo na, shob thik hobe."
smish,1 crore taka has been deposited in your bank account! Call to confirm: +8801914344456,English,1 crore taka has been deposited in your bank account! Call to confirm: [PHONE]
smish,আপনার লেনদেনটি সম্পূর্ণ করতে এখানে ক্লিক করুন: [transactionverify.com/CompleteBD],Bengali,আপনার লেনদেনটি সম্পূর্ণ করতে এখানে ক্লিক করুন: [URL]
promo,"এক্সক্লুসিভ ফ্যাশন সেল! জিন্স, টিশার্টে ৫০% পর্যন্ত ছাড়।",Bengali,"এক্সক্লুসিভ ফ্যাশন সেল! জিন্স, টিশার্টে ৫০% পর্যন্ত ছাড়।"
smish,"আপনার প্যাকেজ হোল্ডে আছে, এখানে আপনার প্যাকেজ শিপিং সম্পূর্ণ করার জন্য আপনাকে আরও তথ্য প্রদান করতে হবে:https://ow.ly/ xjfF50QsUP4",Bengali,"আপনার প্যাকেজ হোল্ডে আছে, এখানে আপনার প্যাকেজ শিপিং সম্পূর্ণ করার জন্য আপনাকে আরও তথ্য প্রদান করতে হবে: [URL] xjfF50QsUP4"
promo,GP STAR গ্রাহকরা আজ পাচ্ছেন বিশেষ সুবিধা: ৫০০ টাকার শপিং ভাউচার। ব্যবহার করুন Daraz এ।,Bengali,GP STAR গ্রাহকরা আজ পাচ্ছেন বিশেষ সুবিধা: ৫০০ টাকার শপিং ভাউচার। ব্যবহার করুন Daraz এ।
smish,Apni 7 vori shona jitechen! bistarito jante call korun: +8801719899901,Banglish,Apni 7 vori shona jitechen! bistarito jante call korun: [PHONE]
normal,01672573848 number এ call করুন।,CodeMix,[PHONE] number এ call করুন।
smish,Your credit card limit increased to 200000 BDT. Activate: cardactivation-bd.net PIN: CC9876,English,Your credit card limit increased to 200 BDT. Activate: [URL] PIN: CC9876
promo,'Smart mobile phone e prodorshon kore e-driving license bebohaar kora jabe.'-BRTA,Banglish,'Smart mobile phone e prodorshon kore e-driving license bebohaar kora jabe.'-BRTA
normal,আমি আমার family এর সঙ্গে time কাটাতে চাই।,CodeMix,আমি আমার family এর সঙ্গে time কাটাতে চাই।
normal,The weather is perfect for a picnic. Should we plan something for this weekend at Suhrawardy Park?,English,The weather is perfect for a picnic. Should we plan something for this weekend at Suhrawardy Park?
smish,"Meta pro space work opportunity. Invest 750TK (6 USD) for lifetime income with monthly salary, free 5-line income, slot income. Special offer until 30 June - get free 0.05 bnb mps nft worth 3625TK (29 USD). Don't miss this chance!",English,"Meta pro space work opportunity. Invest 750TK (6 USD) for lifetime income with monthly salary, free 5-line income, slot income. Special offer until 30 June - get free 0.05 bnb mps nft worth 3625TK (29 USD). Don't miss this chance!"
promo,"ইলেকট্রনিক্সে মেগা সেল! TV, ফ্রিজ, AC তে বিশাল ছাড়।",Bengali,"ইলেকট্রনিক্সে মেগা সেল! TV, ফ্রিজ, AC তে বিশাল ছাড়।"
smish,আপনার ক্রেডিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [creditcardlimit.com/IncreaseBD],Bengali,আপনার ক্রেডিট কার্ডের সীমা বৃদ্ধি করতে এখানে ক্লিক করুন: [URL]
promo,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳,৩০দিন,নিয়ে নাও: cutt.ly/2wQlYv6U",Bengali,"১০০৳ ক্যাশব্যাক! ৩১জিবি+৪৫০মি.@৩৯৯৳,৩০দিন,নিয়ে নাও: cutt.ly/2wQlYv6U"
normal,আজ সকালে রাস্তায় ভয়ংকর জ্যাম ছিল। অফিসে পৌঁছাতে এক ঘন্টা লেগেছে।,Bengali,আজ সকালে রাস্তায় ভয়ংকর জ্যাম ছিল। অফিসে পৌঁছাতে এক ঘন্টা লেগেছে।
smish,Casino te baji dhorun ebong 7 diner jonno ekti free trip jitun! Ajei jog din: smilesvoegol.servebbs.org/voegol.php,Banglish,Casino te baji dhorun ebong 7 diner jonno ekti free trip jitun! Ajei jog din: [URL]
smish,BPL baji dharun ebong ekta free ghori jitun. Ekhoni click korun: smilesvoegol.servebbs.org/voegol.php,Banglish,BPL baji dharun ebong ekta free ghori jitun. Ekhoni click korun: [URL]
smish,URGENT: আপনার bKash account temporary block হয়েছে। Reactivate করতে এখনই visit করুন http://bkashtk-safe.com before ২৪ hours expire।,CodeMix,URGENT: আপনার bKash account temporary block হয়েছে। Reactivate করতে এখনই visit করুন [URL] before ২৪ hours expire।
promo,"Pran Dairy milk products home delivery! Fresh milk, yogurt, cheese delivered daily. Call 16456 now!",English,"Pran Dairy milk products home delivery! Fresh milk, yogurt, cheese delivered daily. Call 16456 now!"
promo,"Pro-level TK100 cashback 35GB+500min@TK399,30 days cutt.ly/2wQlYv6U",English,"Pro-level TK100 cashback 35GB+500min@TK399,30 days cutt.ly/2wQlYv6U"
smish,"https://t.me/Referincomebd4536_bot?start=r05228152535
যারা ফ্রি ইনকাম করতে চান তাড়া এই রেফার এর মাধ্যমে করতে পারেন✅",Bengali,[URL] যারা ফ্রি ইনকাম করতে চান তাড়া এই রেফার এর মাধ্যমে করতে পারেন✅
promo,"An online essay competition has been organized on the occasion of World Telecommunication and Information Society Day (WTISD) on May 17, 2024. Click here to participate: https://bit.ly/wtisd24",English,"An online essay competition has been organized on the occasion of World Telecommunication and Information Society Day (WTISD) on May 17, 2024. Click here to participate: [URL]"
smish,"Nogod theke 1,000 taka puroskar jitechen! Bistarito jante ekhane click korun: https://t.me/NagadPrizeBot",Banglish,"Nogod theke 1,000 taka puroskar jitechen! Bistarito jante ekhane click korun: [URL]"
smish,110 taka ad fee 🤩 Typing job korben 1ta typing korle 100 taka 2ta typing korle 200taka 😇 Protidin 600-800TK income korte parbe. Ebhabe jotogulo typing korben tot taka paben. Daily payment kora hoy.,Banglish,110 taka ad fee 🤩 Typing job korben 1ta typing korle 100 taka 2ta typing korle 200taka 😇 Protidin 600-800TK income korte parbe. Ebhabe jotogulo typing korben tot taka paben. Daily payment kora hoy.
normal,আজকে কি free আছো? আমার তোমার সাথে কথা আছে about our project।,CodeMix,আজকে কি free আছো? আমার তোমার সাথে কথা আছে about our project।
promo,Citycell recharge করলে ১২% extra bonus পাবেন। Don’t wait!,CodeMix,Citycell recharge করলে ১২% extra bonus পাবেন। Don’t wait!
smish,Krishok der jonno sorkar dicche panchas hajar taka porjonto bhortuki. Bhortuki pete akhonii jogajog korun 01538272734,Banglish,Krishok der jonno sorkar dicche panchas hajar taka porjonto bhortuki. Bhortuki pete akhonii jogajog korun [PHONE]
smish,"এড ফি লাগবে না। 🎁🎁
প্রতিদিন  $ 1 থেকে  $2 ডলার  ইনকাম করতে পারবেন এছাড়াও আরো ইনকাম আছে যদি কেউ করতে চান ইনবক্সে মেসেজ দেন।",Bengali,এড ফি লাগবে না। 🎁🎁 প্রতিদিন $ 1 থেকে $2 ডলার ইনকাম করতে পারবেন এছাড়াও আরো ইনকাম আছে যদি কেউ করতে চান ইনবক্সে মেসেজ দেন।
promo,Big discount! Winter clothes-এ 30% discount। আজই visit করুন আমাদের store-এ!,CodeMix,Big discount! Winter clothes-এ 30% discount। আজই visit করুন আমাদের store-এ!
promo,GP 10GB internet only 148TK! Recharge korun 1212345 number e or visit gp.com.bd,Banglish,GP 10GB internet only 148TK! Recharge korun 1212345 number e or visit [URL]
promo,Meena Bazar weekly discount: Shop groceries worth 2000TK and save 400TK instantly. Use code MB400 at checkout.,Banglish,Meena Bazar weekly discount: Shop groceries worth 2000TK and save 400TK instantly. Use code MB400 at checkout.
promo,Airtel postpaid user এর জন্য ২৫% discount offer চলছে। Don’t miss!,CodeMix,Airtel postpaid user এর জন্য ২৫% discount offer চলছে। Don’t miss!
promo,"করো ফুলঅন ইন্টারনেটিং! নাও ১০জিবি@২০০৳, ৩০দিন: cutt.ly/GwYJBDuV",Bengali,"করো ফুলঅন ইন্টারনেটিং! নাও ১০জিবি@২০০৳, ৩০দিন: cutt.ly/GwYJBDuV"
smish,"Nagad account থেকে 5,000 টাকা prize জিতেছেন! বিস্তারিত জানতে call করুন: +8801918899001",CodeMix,"Nagad account থেকে 5,000 টাকা prize জিতেছেন! বিস্তারিত জানতে call করুন: [PHONE]"
promo,"পূর্বাচল ৩০নং সেক্টর সংলগ্ন ভরাট চলমান প্লট! কাঠা ১.৬ লক্ষ
01894841736",Bengali,পূর্বাচল ৩০নং সেক্টর সংলগ্ন ভরাট চলমান প্লট! কাঠা ১.৬ লক্ষ [PHONE]
smish,Janata bank theke guruttopurno barta. Call korun: +8801710900912,Banglish,Janata bank theke guruttopurno barta. Call korun: [PHONE]
normal,Shubho Shoroshotii Puja!,Banglish,Shubho Shoroshotii Puja!
normal,তোমার সাথে দেখা করতে চাই। Can we meet on Sunday?,CodeMix,তোমার সাথে দেখা করতে চাই। Can we meet on Sunday?
promo,"নতুন deal-এ level up interneting 25GB+400min@৳397,30দিন cutt.ly/oeeJSDbP",CodeMix,"নতুন deal-এ level up interneting 25GB+400min@৳397,30দিন cutt.ly/oeeJSDbP"
normal,Tell me what you want to do with me. I want to walk with you.,English,Tell me what you want to do with me. I want to walk with you.
normal,Thanks for the book recommendation! I finished it last night and loved every page of it.,English,Thanks for the book recommendation! I finished it last night and loved every page of it.
smish,আপনার ব্যাংক অ্যাকাউন্টে ২ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: +8801917677789,Bengali,আপনার ব্যাংক অ্যাকাউন্টে ২ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: [PHONE]
promo,City Bank app payment করুন এবং instant cashback ১২% পান। Download now এবং enjoy hassle-free secure transactions,CodeMix,City Bank app payment করুন এবং instant cashback ১২% পান। Download now এবং enjoy hassle-free secure transactions
smish,Your account will be blocked. Contact 01789765432.,English,Your account will be blocked. Contact [PHONE] .
normal,What's the news?,English,What's the news?
normal,"আপনার প্যাকেজের ডেলিভারি আজ হবে, ০১৯৮৭৬৫৪৩২১ এই নাম্বারে কল করুন আরও তথ্যের জন্য।",Bengali,"আপনার প্যাকেজের ডেলিভারি আজ হবে, [PHONE] এই নাম্বারে কল করুন আরও তথ্যের জন্য।"
promo,১০ বছর আগে আজকের দিনেই শুরু হয়েছিল Grameenphone এর সাথে আপনার journey. Let's hope for brighter days ahead!,CodeMix,১০ বছর আগে আজকের দিনেই শুরু হয়েছিল Grameenphone এর সাথে আপনার journey. Let's hope for brighter days ahead!
smish,Customs duty 6800 TK for your international package. Pay: customs-bd.gov/pay Tracking: IN7748291,English,Customs duty 6800 TK for your international package. Pay: customs-bd.gov/pay Tracking: IN7748291
normal,বৃষ্টি না থাকলে খুব গরম হয়।,Bengali,বৃষ্টি না থাকলে খুব গরম হয়।
smish,Problem occurred in Sonali Bank account. Call: +8801813233345,English,Problem occurred in Sonali Bank account. Call: [PHONE]
promo,ফুড পান্ডায় ফ্রি ডেলিভারি! ২৫০ টাকার উপর সব অর্ডারে। আজই অর্ডার করুন।,Bengali,ফুড পান্ডায় ফ্রি ডেলিভারি! ২৫০ টাকার উপর সব অর্ডারে। আজই অর্ডার করুন।
smish,Rocket account verification reminder: Apnar NID mismatch er karone wallet lock hoye jabe 24hr er modhye. Verification korte apnar NID and DOB email korun rocketverify@outlook.com. Action na nile account terminate hoye jabe.,Banglish,Rocket account verification reminder: Apnar NID mismatch er karone wallet lock hoye jabe 24hr er modhye. Verification korte apnar NID and DOB email korun [URL] Action na nile account terminate hoye jabe.
normal,shobcheye shundor poribarik kajer jonno ami somoy dite chai.,Banglish,shobcheye shundor poribarik kajer jonno ami somoy dite chai.
normal,"গত সপ্তাহে নতুন বই কিনেছিলাম। গল্পটা দারুণ, পড়তে শুরু করতেই ডুবে গেছি।",Bengali,"গত সপ্তাহে নতুন বই কিনেছিলাম। গল্পটা দারুণ, পড়তে শুরু করতেই ডুবে গেছি।"
smish,"Your land sale money has been deposited, call: +8801819899901",English,"Your land sale money has been deposited, call: [PHONE]"
promo,"TK100 cashback! 30GB+500min @TK399 30 days, get it: cutt.ly/AwkY4L2C",English,"TK100 cashback! 30GB+500min @TK399 30 days, get it: cutt.ly/AwkY4L2C"
smish,আপনি আমাদের ভাগ্যবান গ্রাহক! আপনার বিনামূল্যের ১ বছরের ইন্টারনেট সাবস্ক্রিপশন দাবি করুন। কল করুন 019XXXXXXXX।,Bengali,আপনি আমাদের ভাগ্যবান গ্রাহক! আপনার বিনামূল্যের ১ বছরের ইন্টারনেট সাবস্ক্রিপশন দাবি করুন। কল করুন 019XX।
normal,"Tui ajke class miss korli. Sir khub interesting lecture dilen blockchain niye. Ami shob note korechi, pore toke debo.",Banglish,"Tui ajke class miss korli. Sir khub interesting lecture dilen blockchain niye. Ami shob note korechi, pore toke debo."
smish,"সাইপ্রাস/ইউরোপে স্পট ভর্তি প্রতিনিধির উপস্থিতিতে (মিঃ পাম্বোস) 10-11 অক্টোবর, 100% ভিসার নিশ্চয়তা, ক্রেডিট ট্রান্সফার, টিউশন ফি 5000 ইউরো শুধুমাত্র, বিএসবি, ঢাকা যোগাযোগের নম্বর: 01720577099",Bengali,"সাইপ্রাস/ইউরোপে স্পট ভর্তি প্রতিনিধির উপস্থিতিতে (মিঃ পাম্বোস) 10-11 অক্টোবর, 100% ভিসার নিশ্চয়তা, ক্রেডিট ট্রান্সফার, টিউশন ফি 5000 ইউরো শুধুমাত্র, বিএসবি, ঢাকা যোগাযোগের নম্বর: [PHONE]"
smish,দয়া করে আপনার son এর problem এর জন্য তাড়াতাড়ি money পাঠান।,CodeMix,দয়া করে আপনার son এর problem এর জন্য তাড়াতাড়ি money পাঠান।
promo,Banglalink ultra saver: 1 paisa/sec all operator call rate + 3GB data pack only 98TK. Valid 7 days. Dial *222*98# to activate.,Banglish,Banglalink ultra saver: 1 paisa/sec all operator call rate + 3GB data pack only 98TK. Valid 7 days. Dial *222*98# to activate.
normal,"You can do it, I know.",English,"You can do it, I know."
promo,"April-২৪
Recharge:0৳
Cost:
Data:19৳
Voice:66৳
Others:0৳",CodeMix,April-২৪ Recharge:0৳ Cost: Data:19৳ Voice:66৳ Others:0৳
normal,আমার কি করতে হবে tell me।,CodeMix,আমার কি করতে হবে tell me।
normal,Ami ekta notun kaj shuru korte chai.,Banglish,Ami ekta notun kaj shuru korte chai.
smish,Call to reactivate bKash account: +8801714344356,English,Call to reactivate bKash account: [PHONE]
promo,"200TK cashback e shera offer 61GB+1000mi@TK699,30din: cutt.ly/OwG5T3ub",Banglish,"200TK cashback e shera offer 61GB+1000mi@TK699,30din: cutt.ly/OwG5T3ub"
normal,Are you going to the meeting?,English,Are you going to the meeting?
promo,দারাজে মেগা সেল! সকল পণ্যে ৫০% পর্যন্ত ছাড়। আজই কিনুন!,Bengali,দারাজে মেগা সেল! সকল পণ্যে ৫০% পর্যন্ত ছাড়। আজই কিনুন!
smish,You have $200 cash value from Amazon expiring in 2 days. We can credit up to $500. Click to claim your automatic savings.,English,You have $200 cash value from Amazon expiring in 2 days. We can credit up to $500. Click to claim your automatic savings.
normal,কি খবর তোমার?,Bengali,কি খবর তোমার?
smish,ডাচ্-বাংলা ব্যাংক থেকে জানানো হচ্ছে যে আপনার কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে আপনার পিন ও কার্ড নম্বর SMS করুন +8801944456789 নাম্বারে।,Bengali,ডাচ্-বাংলা ব্যাংক থেকে জানানো হচ্ছে যে আপনার কার্ড ব্লক করা হয়েছে। পুনরায় চালু করতে আপনার পিন ও কার্ড নম্বর SMS করুন [PHONE] নাম্বারে।
normal,Allah-র কাছে আপনি prayer করা বন্ধ করে দিলে তিনি angry হন। অথচ human-এর কাছে কিছু request করলে সে রেগে যায়। – [Imam Ibn al-Qayyim (Rahimahullah)],CodeMix,Allah-র কাছে আপনি prayer করা বন্ধ করে দিলে তিনি angry হন। অথচ human-এর কাছে কিছু request করলে সে রেগে যায়। – [Imam Ibn al-Qayyim (Rahimahullah)]
normal,তোমার পাশে একটি পাথুরি আছে। ধন্যবাদ।,Bengali,তোমার পাশে একটি পাথুরি আছে। ধন্যবাদ।
normal,"Tomake khub miss korchi, kokhon ashbe Dhaka te?",Banglish,"Tomake khub miss korchi, kokhon ashbe Dhaka te?"
smish,Your vehicle insurance expired. Immediate renewal required 8500 TK: auto-insurance.bd/urgent,English,Your vehicle insurance expired. Immediate renewal required 8500 TK: [URL]
smish,আপনার UCB card unusual transaction detect হয়েছে। Verify করতে visit করুন http://ucbverify.com এবং submit করুন OTP 6392,CodeMix,আপনার UCB card unusual transaction detect হয়েছে। Verify করতে visit করুন [URL] এবং submit করুন OTP 6392
normal,"Call this number 01873827384, urgent.",English,"Call this number [PHONE] , urgent."
promo,Bkash er maddhome Shohoz ride payment e 25% cashback. Code: BK25,Banglish,Bkash er maddhome Shohoz ride payment e 25% cashback. Code: BK25
promo,45TK cashback! 31GB+500min@454TK for 30 days: cutt.ly/qwWTAUku,English,45TK cashback! 31GB+500min@454TK for 30 days: cutt.ly/qwWTAUku
normal,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।",Bengali,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।"
promo,"লোটো লি কুপারে
নগদ পেমেন্টে BMW জেতার সুযোগ
বিকাশে ১০% ক্যাশব্যাক
শপ্র",Bengali,লোটো লি কুপারে নগদ পেমেন্টে BMW জেতার সুযোগ বিকাশে ১০% ক্যাশব্যাক শপ্র
smish,Bangladesh Bank থেকে একটি emergency message এসেছে। Call করুন: +8801914567890,CodeMix,Bangladesh Bank থেকে একটি emergency message এসেছে। Call করুন: [PHONE]
normal,আপনি কি করতে পারেন?,Bengali,আপনি কি করতে পারেন?
promo,Dhonir hate ki uthbe trophy? Dekhun IPL final cutt.ly/ywqDAPVv,Banglish,Dhonir hate ki uthbe trophy? Dekhun IPL final cutt.ly/ywqDAPVv
normal,"I started reading the book, finding it very interesting.",English,"I started reading the book, finding it very interesting."
promo,New credit card available! instant approval starting 2893 TK. Call 01756284193!,English,New credit card available! instant approval starting 2893 TK. Call [PHONE] !
smish,"এখনই খেলুন এবং জিতে নিন ১০টি Xiaomi স্মার্টফোন! দ্রুত করুন, ক্লিক: https://cutt.ly/CeoPN2O8",Bengali,"এখনই খেলুন এবং জিতে নিন ১০টি Xiaomi স্মার্টফোন! দ্রুত করুন, ক্লিক: [URL]"
normal,০১৮২৭২৮১৭৩৯ এই নাম্বারে রকেটে ৫০০ টাকা দাও।,Bengali,[PHONE] এই নাম্বারে রকেটে ৫০০ টাকা দাও।
promo,Dhaka-Mawa Expressway songlogno abasik plot katha nimno 2lakh 01894939231,Banglish,Dhaka-Mawa Expressway songlogno abasik plot katha nimno 2lakh [PHONE]
promo,"Pickaboo এ চলছে Mega Sale! সব smartphones এ up to 12% discount. আজই order করুন, stock limited।",CodeMix,"Pickaboo এ চলছে Mega Sale! সব smartphones এ up to 12% discount. আজই order করুন, stock limited।"
normal,"আপনার account থেকে 1000/- টাকা payment করা হয়েছে, complaint করতে call করুন।",CodeMix,"আপনার account থেকে 1000/- টাকা payment করা হয়েছে, complaint করতে call করুন।"
normal,কালকে স্কুলে গিয়েছিলাম। নতুন শিক্ষক দারুণভাবে ক্লাস নিলেন।,Bengali,কালকে স্কুলে গিয়েছিলাম। নতুন শিক্ষক দারুণভাবে ক্লাস নিলেন।
normal,"Ei number-e 2000/- taka pathao 01739838883, bKash Rocket ba Nogod-e",Banglish,"Ei number-e 2000/- taka pathao [PHONE] , bKash Rocket ba Nogod-e"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801713233245,Bengali,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: [PHONE]
normal,আমাকে কল দিন ০১৭২৪৩৮৩৯৮৭ এই নাম্বারে,Bengali,আমাকে কল দিন [PHONE] এই নাম্বারে
normal,"এই ০১৭৮২৯৭৩৭৮৩ নাম্বারে কল ব্যাক কর, আমার টাকা নাই",Bengali,"এই [PHONE] নাম্বারে কল ব্যাক কর, আমার টাকা নাই"
promo,Bonus offer: 2GB-45TK-3days. Dial *121*5534# or mygp.li/my,English,Bonus offer: 2GB-45TK-3days. Dial *121*5534# or mygp.li/my
smish,আপনার payment-টি process করতে আমাদের আপনার info প্রয়োজন। এখানে click করুন: [verifysecure.com/InfoBD],CodeMix,আপনার payment-টি process করতে আমাদের আপনার info প্রয়োজন। এখানে click করুন: [URL]
promo,Gazi Tyres special offer! All car tyres 25% discount with free wheel alignment. Call 01711998877!,English,Gazi Tyres special offer! All car tyres 25% discount with free wheel alignment. Call [PHONE] !
promo,"27 minutes for only 19 taka, validity 5 days; dial *121*5080#",English,"27 minutes for only 19 taka, validity 5 days; dial *121*5080#"
normal,Byayam korte ovash korte hobe.,Banglish,Byayam korte ovash korte hobe.
normal,What's the plan for Friday?,English,What's the plan for Friday?
promo,"TK 50 cashback এ pro-level data deal 50GB@TK 448,30 days cutt.ly/nwMwL8Y1",CodeMix,"TK 50 cashback এ pro-level data deal 50GB@TK 448,30 days cutt.ly/nwMwL8Y1"
promo,Shohoz Food App-এ আজ সব অর্ডারে ১৫% ছাড়। কোড: SHOHOZ15 ব্যবহার করুন। বন্ধুদের সাথে খাবার হোক আরও সাশ্রয়ী।,Bengali,Shohoz Food App-এ আজ সব অর্ডারে ১৫% ছাড়। কোড: SHOHOZ15 ব্যবহার করুন। বন্ধুদের সাথে খাবার হোক আরও সাশ্রয়ী।
smish,Jamuna Bank er notice: Apnar account NID mismatch detected. Verification korte ekhuni login korun jamunaupdate.net. Action chara account close hoye jabe.,Banglish,Jamuna Bank er notice: Apnar account NID mismatch detected. Verification korte ekhuni login korun [URL] Action chara account close hoye jabe.
normal,"আন্টি, আপনার পরিবারের সবাই ভালো আছেন? অনেক দিন দেখা নেই।",Bengali,"আন্টি, আপনার পরিবারের সবাই ভালো আছেন? অনেক দিন দেখা নেই।"
promo,"Manabadhikar dibosh-2023
Ebarer protipadyo 'Shobar jonno shadhinota, shomota ebong nyaybichar'. Jatiyo manabadhikar komishon.",Banglish,"Manabadhikar dibosh-2023 Ebarer protipadyo 'Shobar jonno shadhinota, shomota ebong nyaybichar'. Jatiyo manabadhikar komishon."
promo,Pathao Food-এ সপ্তাহজুড়ে সব অর্ডারে ফ্রি ডেলিভারি।,Bengali,Pathao Food-এ সপ্তাহজুড়ে সব অর্ডারে ফ্রি ডেলিভারি।
